county,precinct,office,district,party,candidate,votes
Bernalillo,114,House,1,Democratic,MICHELLE LUJAN GRISHAM,899
Bernalillo,115,House,3,Republican,MICHAEL H ROMERO,910
Bernalillo,115,House,3,Democratic,BEN R LUJAN,1056
Bernalillo,116,House,1,Republican,RICHARD GREGORY PRIEM,270
Bernalillo,116,House,1,Democratic,MICHELLE LUJAN GRISHAM,315
Bernalillo,117,House,3,Republican,MICHAEL H ROMERO,857
Bernalillo,117,House,3,Democratic,BEN R LUJAN,814
Bernalillo,118,House,3,Republican,MICHAEL H ROMERO,599
Bernalillo,118,House,3,Democratic,BEN R LUJAN,531
Bernalillo,119,House,1,Republican,RICHARD GREGORY PRIEM,431
Bernalillo,119,House,1,Democratic,MICHELLE LUJAN GRISHAM,946
Bernalillo,120,House,1,Republican,RICHARD GREGORY PRIEM,332
Bernalillo,120,House,1,Democratic,MICHELLE LUJAN GRISHAM,706
Bernalillo,121,House,1,Republican,RICHARD GREGORY PRIEM,148
Bernalillo,121,House,1,Democratic,MICHELLE LUJAN GRISHAM,528
Bernalillo,122,House,1,Republican,RICHARD GREGORY PRIEM,48
Bernalillo,122,House,1,Democratic,MICHELLE LUJAN GRISHAM,246
Bernalillo,123,House,1,Republican,RICHARD GREGORY PRIEM,69
Bernalillo,123,House,1,Democratic,MICHELLE LUJAN GRISHAM,445
Bernalillo,124,House,1,Republican,RICHARD GREGORY PRIEM,38
Bernalillo,124,House,1,Democratic,MICHELLE LUJAN GRISHAM,288
Bernalillo,125,House,1,Republican,RICHARD GREGORY PRIEM,65
Bernalillo,125,House,1,Democratic,MICHELLE LUJAN GRISHAM,346
Bernalillo,127,House,3,Republican,MICHAEL H ROMERO,650
Bernalillo,127,House,3,Democratic,BEN R LUJAN,682
Bernalillo,128,House,3,Republican,MICHAEL H ROMERO,295
Bernalillo,128,House,3,Democratic,BEN R LUJAN,314
Bernalillo,129,House,3,Republican,MICHAEL H ROMERO,232
Bernalillo,129,House,3,Democratic,BEN R LUJAN,264
Bernalillo,131,House,1,Republican,RICHARD GREGORY PRIEM,50
Bernalillo,131,House,1,Democratic,MICHELLE LUJAN GRISHAM,198
Bernalillo,132,House,1,Republican,RICHARD GREGORY PRIEM,44
Bernalillo,132,House,1,Democratic,MICHELLE LUJAN GRISHAM,301
Bernalillo,133,House,1,Republican,RICHARD GREGORY PRIEM,35
Bernalillo,133,House,1,Democratic,MICHELLE LUJAN GRISHAM,231
Bernalillo,134,House,1,Republican,RICHARD GREGORY PRIEM,556
Bernalillo,134,House,1,Democratic,MICHELLE LUJAN GRISHAM,1085
Bernalillo,135,House,1,Republican,RICHARD GREGORY PRIEM,48
Bernalillo,135,House,1,Democratic,MICHELLE LUJAN GRISHAM,328
Bernalillo,136,House,1,Republican,RICHARD GREGORY PRIEM,206
Bernalillo,136,House,1,Democratic,MICHELLE LUJAN GRISHAM,594
Bernalillo,137,House,1,Republican,RICHARD GREGORY PRIEM,140
Bernalillo,137,House,1,Democratic,MICHELLE LUJAN GRISHAM,352
Bernalillo,138,House,1,Republican,RICHARD GREGORY PRIEM,148
Bernalillo,138,House,1,Democratic,MICHELLE LUJAN GRISHAM,544
Bernalillo,139,House,1,Republican,RICHARD GREGORY PRIEM,77
Bernalillo,139,House,1,Democratic,MICHELLE LUJAN GRISHAM,268
Bernalillo,140,House,1,Republican,RICHARD GREGORY PRIEM,124
Bernalillo,140,House,1,Democratic,MICHELLE LUJAN GRISHAM,351
Bernalillo,141,House,1,Republican,RICHARD GREGORY PRIEM,162
Bernalillo,141,House,1,Democratic,MICHELLE LUJAN GRISHAM,396
Bernalillo,142,House,1,Republican,RICHARD GREGORY PRIEM,242
Bernalillo,142,House,1,Democratic,MICHELLE LUJAN GRISHAM,559
Bernalillo,143,House,1,Republican,RICHARD GREGORY PRIEM,68
Bernalillo,143,House,1,Democratic,MICHELLE LUJAN GRISHAM,266
Bernalillo,144,House,1,Republican,RICHARD GREGORY PRIEM,164
Bernalillo,144,House,1,Democratic,MICHELLE LUJAN GRISHAM,408
Bernalillo,150,House,1,Republican,RICHARD GREGORY PRIEM,196
Bernalillo,150,House,1,Democratic,MICHELLE LUJAN GRISHAM,683
Bernalillo,151,House,1,Republican,RICHARD GREGORY PRIEM,90
Bernalillo,151,House,1,Democratic,MICHELLE LUJAN GRISHAM,502
Bernalillo,152,House,1,Republican,RICHARD GREGORY PRIEM,96
Bernalillo,152,House,1,Democratic,MICHELLE LUJAN GRISHAM,394
Bernalillo,153,House,1,Republican,RICHARD GREGORY PRIEM,121
Bernalillo,153,House,1,Democratic,MICHELLE LUJAN GRISHAM,409
Bernalillo,154,House,1,Republican,RICHARD GREGORY PRIEM,197
Bernalillo,154,House,1,Democratic,MICHELLE LUJAN GRISHAM,777
Bernalillo,161,House,1,Republican,RICHARD GREGORY PRIEM,62
Bernalillo,161,House,1,Democratic,MICHELLE LUJAN GRISHAM,258
Bernalillo,162,House,1,Republican,RICHARD GREGORY PRIEM,98
Bernalillo,162,House,1,Democratic,MICHELLE LUJAN GRISHAM,489
Bernalillo,163,House,1,Republican,RICHARD GREGORY PRIEM,49
Bernalillo,163,House,1,Democratic,MICHELLE LUJAN GRISHAM,252
Bernalillo,164,House,1,Republican,RICHARD GREGORY PRIEM,62
Bernalillo,164,House,1,Democratic,MICHELLE LUJAN GRISHAM,275
Bernalillo,165,House,1,Republican,RICHARD GREGORY PRIEM,39
Bernalillo,165,House,1,Democratic,MICHELLE LUJAN GRISHAM,320
Bernalillo,166,House,1,Republican,RICHARD GREGORY PRIEM,48
Bernalillo,166,House,1,Democratic,MICHELLE LUJAN GRISHAM,264
Bernalillo,170,House,1,Republican,RICHARD GREGORY PRIEM,421
Bernalillo,170,House,1,Democratic,MICHELLE LUJAN GRISHAM,637
Bernalillo,171,House,1,Republican,RICHARD GREGORY PRIEM,378
Bernalillo,171,House,1,Democratic,MICHELLE LUJAN GRISHAM,608
Bernalillo,180,House,1,Republican,RICHARD GREGORY PRIEM,72
Bernalillo,180,House,1,Democratic,MICHELLE LUJAN GRISHAM,228
Bernalillo,181,House,1,Republican,RICHARD GREGORY PRIEM,153
Bernalillo,181,House,1,Democratic,MICHELLE LUJAN GRISHAM,666
Bernalillo,182,House,1,Republican,RICHARD GREGORY PRIEM,95
Bernalillo,182,House,1,Democratic,MICHELLE LUJAN GRISHAM,300
Bernalillo,183,House,1,Republican,RICHARD GREGORY PRIEM,167
Bernalillo,183,House,1,Democratic,MICHELLE LUJAN GRISHAM,568
Bernalillo,184,House,1,Republican,RICHARD GREGORY PRIEM,87
Bernalillo,184,House,1,Democratic,MICHELLE LUJAN GRISHAM,328
Bernalillo,185,House,1,Republican,RICHARD GREGORY PRIEM,200
Bernalillo,185,House,1,Democratic,MICHELLE LUJAN GRISHAM,685
Bernalillo,186,House,1,Republican,RICHARD GREGORY PRIEM,139
Bernalillo,186,House,1,Democratic,MICHELLE LUJAN GRISHAM,571
Bernalillo,187,House,1,Republican,RICHARD GREGORY PRIEM,96
Bernalillo,187,House,1,Democratic,MICHELLE LUJAN GRISHAM,483
Bernalillo,191,House,1,Republican,RICHARD GREGORY PRIEM,87
Bernalillo,191,House,1,Democratic,MICHELLE LUJAN GRISHAM,262
Bernalillo,192,House,1,Republican,RICHARD GREGORY PRIEM,71
Bernalillo,192,House,1,Democratic,MICHELLE LUJAN GRISHAM,328
Bernalillo,193,House,1,Republican,RICHARD GREGORY PRIEM,90
Bernalillo,193,House,1,Democratic,MICHELLE LUJAN GRISHAM,327
Bernalillo,194,House,1,Republican,RICHARD GREGORY PRIEM,112
Bernalillo,194,House,1,Democratic,MICHELLE LUJAN GRISHAM,351
Bernalillo,195,House,1,Republican,RICHARD GREGORY PRIEM,68
Bernalillo,195,House,1,Democratic,MICHELLE LUJAN GRISHAM,248
Bernalillo,196,House,1,Republican,RICHARD GREGORY PRIEM,51
Bernalillo,196,House,1,Democratic,MICHELLE LUJAN GRISHAM,215
Bernalillo,197,House,1,Republican,RICHARD GREGORY PRIEM,88
Bernalillo,197,House,1,Democratic,MICHELLE LUJAN GRISHAM,354
Bernalillo,211,House,1,Republican,RICHARD GREGORY PRIEM,37
Bernalillo,211,House,1,Democratic,MICHELLE LUJAN GRISHAM,206
Bernalillo,212,House,1,Republican,RICHARD GREGORY PRIEM,43
Bernalillo,212,House,1,Democratic,MICHELLE LUJAN GRISHAM,323
Bernalillo,214,House,1,Republican,RICHARD GREGORY PRIEM,52
Bernalillo,214,House,1,Democratic,MICHELLE LUJAN GRISHAM,305
Bernalillo,215,House,1,Republican,RICHARD GREGORY PRIEM,57
Bernalillo,215,House,1,Democratic,MICHELLE LUJAN GRISHAM,256
Bernalillo,216,House,1,Republican,RICHARD GREGORY PRIEM,96
Bernalillo,216,House,1,Democratic,MICHELLE LUJAN GRISHAM,298
Bernalillo,217,House,1,Republican,RICHARD GREGORY PRIEM,10
Bernalillo,217,House,1,Democratic,MICHELLE LUJAN GRISHAM,70
Bernalillo,221,House,1,Republican,RICHARD GREGORY PRIEM,76
Bernalillo,221,House,1,Democratic,MICHELLE LUJAN GRISHAM,486
Bernalillo,223,House,1,Republican,RICHARD GREGORY PRIEM,25
Bernalillo,223,House,1,Democratic,MICHELLE LUJAN GRISHAM,246
Bernalillo,224,House,1,Republican,RICHARD GREGORY PRIEM,25
Bernalillo,224,House,1,Democratic,MICHELLE LUJAN GRISHAM,207
Bernalillo,225,House,1,Republican,RICHARD GREGORY PRIEM,12
Bernalillo,225,House,1,Democratic,MICHELLE LUJAN GRISHAM,109
Bernalillo,226,House,1,Republican,RICHARD GREGORY PRIEM,26
Bernalillo,226,House,1,Democratic,MICHELLE LUJAN GRISHAM,185
Bernalillo,241,House,1,Republican,RICHARD GREGORY PRIEM,48
Bernalillo,241,House,1,Democratic,MICHELLE LUJAN GRISHAM,257
Bernalillo,242,House,1,Republican,RICHARD GREGORY PRIEM,36
Bernalillo,242,House,1,Democratic,MICHELLE LUJAN GRISHAM,313
Bernalillo,243,House,1,Republican,RICHARD GREGORY PRIEM,49
Bernalillo,243,House,1,Democratic,MICHELLE LUJAN GRISHAM,389
Bernalillo,244,House,1,Republican,RICHARD GREGORY PRIEM,64
Bernalillo,244,House,1,Democratic,MICHELLE LUJAN GRISHAM,503
Bernalillo,245,House,1,Republican,RICHARD GREGORY PRIEM,39
Bernalillo,245,House,1,Democratic,MICHELLE LUJAN GRISHAM,368
Bernalillo,246,House,1,Republican,RICHARD GREGORY PRIEM,40
Bernalillo,246,House,1,Democratic,MICHELLE LUJAN GRISHAM,202
Bernalillo,251,House,1,Republican,RICHARD GREGORY PRIEM,51
Bernalillo,251,House,1,Democratic,MICHELLE LUJAN GRISHAM,295
Bernalillo,252,House,1,Republican,RICHARD GREGORY PRIEM,60
Bernalillo,252,House,1,Democratic,MICHELLE LUJAN GRISHAM,350
Bernalillo,253,House,1,Republican,RICHARD GREGORY PRIEM,107
Bernalillo,253,House,1,Democratic,MICHELLE LUJAN GRISHAM,533
Bernalillo,254,House,1,Republican,RICHARD GREGORY PRIEM,94
Bernalillo,254,House,1,Democratic,MICHELLE LUJAN GRISHAM,496
Bernalillo,255,House,1,Republican,RICHARD GREGORY PRIEM,100
Bernalillo,255,House,1,Democratic,MICHELLE LUJAN GRISHAM,489
Bernalillo,256,House,1,Republican,RICHARD GREGORY PRIEM,63
Bernalillo,256,House,1,Democratic,MICHELLE LUJAN GRISHAM,382
Bernalillo,257,House,1,Republican,RICHARD GREGORY PRIEM,0
