county,precinct,office,district,party,candidate,votes
Bernalillo,154,President,,Libertarian,GARY JOHNSON,87
Bernalillo,154,President,,Constitution,DARRELL CASTLE,1
Bernalillo,154,President,,Republican,DONALD J TRUMP,205
Bernalillo,154,President,,Democratic,HILLARY RODHAM CLINTON,681
Bernalillo,154,President,,Green,JILL STEIN,15
Bernalillo,154,President,,,GLORIA LA RIVA,4
Bernalillo,154,President,,,EVAN MCMULLIN,5
Bernalillo,154,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,161,President,,Libertarian,GARY JOHNSON,40
Bernalillo,161,President,,Constitution,DARRELL CASTLE,2
Bernalillo,161,President,,Republican,DONALD J TRUMP,69
Bernalillo,161,President,,Democratic,HILLARY RODHAM CLINTON,214
Bernalillo,161,President,,Green,JILL STEIN,5
Bernalillo,161,President,,,GLORIA LA RIVA,2
Bernalillo,161,President,,,EVAN MCMULLIN,0
Bernalillo,161,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,162,President,,Libertarian,GARY JOHNSON,52
Bernalillo,162,President,,Constitution,DARRELL CASTLE,1
Bernalillo,162,President,,Republican,DONALD J TRUMP,92
Bernalillo,162,President,,Democratic,HILLARY RODHAM CLINTON,445
Bernalillo,162,President,,Green,JILL STEIN,15
Bernalillo,162,President,,,GLORIA LA RIVA,1
Bernalillo,162,President,,,EVAN MCMULLIN,2
Bernalillo,162,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,163,President,,Libertarian,GARY JOHNSON,36
Bernalillo,163,President,,Constitution,DARRELL CASTLE,0
Bernalillo,163,President,,Republican,DONALD J TRUMP,46
Bernalillo,163,President,,Democratic,HILLARY RODHAM CLINTON,212
Bernalillo,163,President,,Green,JILL STEIN,12
Bernalillo,163,President,,,GLORIA LA RIVA,0
Bernalillo,163,President,,,EVAN MCMULLIN,0
Bernalillo,163,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,164,President,,Libertarian,GARY JOHNSON,20
Bernalillo,164,President,,Constitution,DARRELL CASTLE,0
Bernalillo,164,President,,Republican,DONALD J TRUMP,69
Bernalillo,164,President,,Democratic,HILLARY RODHAM CLINTON,247
Bernalillo,164,President,,Green,JILL STEIN,7
Bernalillo,164,President,,,GLORIA LA RIVA,3
Bernalillo,164,President,,,EVAN MCMULLIN,2
Bernalillo,164,President,,,"""ROCKY"" ROQUE DE LA FUENTE",1
Bernalillo,165,President,,Libertarian,GARY JOHNSON,24
Bernalillo,165,President,,Constitution,DARRELL CASTLE,1
Bernalillo,165,President,,Republican,DONALD J TRUMP,40
Bernalillo,165,President,,Democratic,HILLARY RODHAM CLINTON,291
Bernalillo,165,President,,Green,JILL STEIN,13
Bernalillo,165,President,,,GLORIA LA RIVA,1
Bernalillo,165,President,,,EVAN MCMULLIN,0
Bernalillo,165,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,166,President,,Libertarian,GARY JOHNSON,26
Bernalillo,166,President,,Constitution,DARRELL CASTLE,0
Bernalillo,166,President,,Republican,DONALD J TRUMP,39
Bernalillo,166,President,,Democratic,HILLARY RODHAM CLINTON,234
Bernalillo,166,President,,Green,JILL STEIN,19
Bernalillo,166,President,,,GLORIA LA RIVA,1
Bernalillo,166,President,,,EVAN MCMULLIN,0
Bernalillo,166,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,170,President,,Libertarian,GARY JOHNSON,134
Bernalillo,170,President,,Constitution,DARRELL CASTLE,0
Bernalillo,170,President,,Republican,DONALD J TRUMP,429
Bernalillo,170,President,,Democratic,HILLARY RODHAM CLINTON,506
Bernalillo,170,President,,Green,JILL STEIN,9
Bernalillo,170,President,,,GLORIA LA RIVA,0
Bernalillo,170,President,,,EVAN MCMULLIN,4
Bernalillo,170,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,171,President,,Libertarian,GARY JOHNSON,112
Bernalillo,171,President,,Constitution,DARRELL CASTLE,2
Bernalillo,171,President,,Republican,DONALD J TRUMP,381
Bernalillo,171,President,,Democratic,HILLARY RODHAM CLINTON,498
Bernalillo,171,President,,Green,JILL STEIN,8
Bernalillo,171,President,,,GLORIA LA RIVA,2
Bernalillo,171,President,,,EVAN MCMULLIN,6
Bernalillo,171,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,180,President,,Libertarian,GARY JOHNSON,30
Bernalillo,180,President,,Constitution,DARRELL CASTLE,0
Bernalillo,180,President,,Republican,DONALD J TRUMP,77
Bernalillo,180,President,,Democratic,HILLARY RODHAM CLINTON,190
Bernalillo,180,President,,Green,JILL STEIN,5
Bernalillo,180,President,,,GLORIA LA RIVA,1
Bernalillo,180,President,,,EVAN MCMULLIN,2
Bernalillo,180,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,181,President,,Libertarian,GARY JOHNSON,63
Bernalillo,181,President,,Constitution,DARRELL CASTLE,0
Bernalillo,181,President,,Republican,DONALD J TRUMP,164
Bernalillo,181,President,,Democratic,HILLARY RODHAM CLINTON,591
Bernalillo,181,President,,Green,JILL STEIN,12
Bernalillo,181,President,,,GLORIA LA RIVA,0
Bernalillo,181,President,,,EVAN MCMULLIN,2
Bernalillo,181,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,182,President,,Libertarian,GARY JOHNSON,46
Bernalillo,182,President,,Constitution,DARRELL CASTLE,1
Bernalillo,182,President,,Republican,DONALD J TRUMP,112
Bernalillo,182,President,,Democratic,HILLARY RODHAM CLINTON,238
Bernalillo,182,President,,Green,JILL STEIN,5
Bernalillo,182,President,,,GLORIA LA RIVA,2
Bernalillo,182,President,,,EVAN MCMULLIN,1
Bernalillo,182,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,183,President,,Libertarian,GARY JOHNSON,76
Bernalillo,183,President,,Constitution,DARRELL CASTLE,0
Bernalillo,183,President,,Republican,DONALD J TRUMP,184
Bernalillo,183,President,,Democratic,HILLARY RODHAM CLINTON,479
Bernalillo,183,President,,Green,JILL STEIN,11
Bernalillo,183,President,,,GLORIA LA RIVA,0
Bernalillo,183,President,,,EVAN MCMULLIN,0
Bernalillo,183,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,184,President,,Libertarian,GARY JOHNSON,30
Bernalillo,184,President,,Constitution,DARRELL CASTLE,0
Bernalillo,184,President,,Republican,DONALD J TRUMP,95
Bernalillo,184,President,,Democratic,HILLARY RODHAM CLINTON,291
Bernalillo,184,President,,Green,JILL STEIN,6
Bernalillo,184,President,,,GLORIA LA RIVA,0
Bernalillo,184,President,,,EVAN MCMULLIN,4
Bernalillo,184,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,185,President,,Libertarian,GARY JOHNSON,56
Bernalillo,185,President,,Constitution,DARRELL CASTLE,2
Bernalillo,185,President,,Republican,DONALD J TRUMP,201
Bernalillo,185,President,,Democratic,HILLARY RODHAM CLINTON,626
Bernalillo,185,President,,Green,JILL STEIN,15
Bernalillo,185,President,,,GLORIA LA RIVA,0
Bernalillo,185,President,,,EVAN MCMULLIN,3
Bernalillo,185,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,186,President,,Libertarian,GARY JOHNSON,59
Bernalillo,186,President,,Constitution,DARRELL CASTLE,1
Bernalillo,186,President,,Republican,DONALD J TRUMP,171
Bernalillo,186,President,,Democratic,HILLARY RODHAM CLINTON,485
Bernalillo,186,President,,Green,JILL STEIN,5
Bernalillo,186,President,,,GLORIA LA RIVA,1
Bernalillo,186,President,,,EVAN MCMULLIN,4
Bernalillo,186,President,,,"""ROCKY"" ROQUE DE LA FUENTE",1
Bernalillo,187,President,,Libertarian,GARY JOHNSON,47
Bernalillo,187,President,,Constitution,DARRELL CASTLE,0
Bernalillo,187,President,,Republican,DONALD J TRUMP,118
Bernalillo,187,President,,Democratic,HILLARY RODHAM CLINTON,416
Bernalillo,187,President,,Green,JILL STEIN,11
Bernalillo,187,President,,,GLORIA LA RIVA,1
Bernalillo,187,President,,,EVAN MCMULLIN,4
Bernalillo,187,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,191,President,,Libertarian,GARY JOHNSON,33
Bernalillo,191,President,,Constitution,DARRELL CASTLE,0
Bernalillo,191,President,,Republican,DONALD J TRUMP,89
Bernalillo,191,President,,Democratic,HILLARY RODHAM CLINTON,222
Bernalillo,191,President,,Green,JILL STEIN,5
Bernalillo,191,President,,,GLORIA LA RIVA,1
Bernalillo,191,President,,,EVAN MCMULLIN,7
Bernalillo,191,President,,,"""ROCKY"" ROQUE DE LA FUENTE",1
Bernalillo,192,President,,Libertarian,GARY JOHNSON,36
Bernalillo,192,President,,Constitution,DARRELL CASTLE,0
Bernalillo,192,President,,Republican,DONALD J TRUMP,74
Bernalillo,192,President,,Democratic,HILLARY RODHAM CLINTON,288
Bernalillo,192,President,,Green,JILL STEIN,7
Bernalillo,192,President,,,GLORIA LA RIVA,2
Bernalillo,192,President,,,EVAN MCMULLIN,1
Bernalillo,192,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,193,President,,Libertarian,GARY JOHNSON,44
Bernalillo,193,President,,Constitution,DARRELL CASTLE,0
Bernalillo,193,President,,Republican,DONALD J TRUMP,102
Bernalillo,193,President,,Democratic,HILLARY RODHAM CLINTON,270
Bernalillo,193,President,,Green,JILL STEIN,12
Bernalillo,193,President,,,GLORIA LA RIVA,0
Bernalillo,193,President,,,EVAN MCMULLIN,0
Bernalillo,193,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,194,President,,Libertarian,GARY JOHNSON,40
Bernalillo,194,President,,Constitution,DARRELL CASTLE,1
Bernalillo,194,President,,Republican,DONALD J TRUMP,119
Bernalillo,194,President,,Democratic,HILLARY RODHAM CLINTON,303
Bernalillo,194,President,,Green,JILL STEIN,6
Bernalillo,194,President,,,GLORIA LA RIVA,0
Bernalillo,194,President,,,EVAN MCMULLIN,1
Bernalillo,194,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,195,President,,Libertarian,GARY JOHNSON,34
Bernalillo,195,President,,Constitution,DARRELL CASTLE,0
Bernalillo,195,President,,Republican,DONALD J TRUMP,70
Bernalillo,195,President,,Democratic,HILLARY RODHAM CLINTON,209
Bernalillo,195,President,,Green,JILL STEIN,4
Bernalillo,195,President,,,GLORIA LA RIVA,0
Bernalillo,195,President,,,EVAN MCMULLIN,0
Bernalillo,195,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,196,President,,Libertarian,GARY JOHNSON,30
Bernalillo,196,President,,Constitution,DARRELL CASTLE,0
Bernalillo,196,President,,Republican,DONALD J TRUMP,68
Bernalillo,196,President,,Democratic,HILLARY RODHAM CLINTON,176
Bernalillo,196,President,,Green,JILL STEIN,6
Bernalillo,196,President,,,GLORIA LA RIVA,1
Bernalillo,196,President,,,EVAN MCMULLIN,0
Bernalillo,196,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,197,President,,Libertarian,GARY JOHNSON,34
Bernalillo,197,President,,Constitution,DARRELL CASTLE,2
Bernalillo,197,President,,Republican,DONALD J TRUMP,99
Bernalillo,197,President,,Democratic,HILLARY RODHAM CLINTON,304
Bernalillo,197,President,,Green,JILL STEIN,13
Bernalillo,197,President,,,GLORIA LA RIVA,0
Bernalillo,197,President,,,EVAN MCMULLIN,2
Bernalillo,197,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,211,President,,Libertarian,GARY JOHNSON,26
Bernalillo,211,President,,Constitution,DARRELL CASTLE,0
Bernalillo,211,President,,Republican,DONALD J TRUMP,40
Bernalillo,211,President,,Democratic,HILLARY RODHAM CLINTON,173
Bernalillo,211,President,,Green,JILL STEIN,7
Bernalillo,211,President,,,GLORIA LA RIVA,2
Bernalillo,211,President,,,EVAN MCMULLIN,1
Bernalillo,211,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,212,President,,Libertarian,GARY JOHNSON,46
Bernalillo,212,President,,Constitution,DARRELL CASTLE,0
Bernalillo,212,President,,Republican,DONALD J TRUMP,46
Bernalillo,212,President,,Democratic,HILLARY RODHAM CLINTON,267
Bernalillo,212,President,,Green,JILL STEIN,15
Bernalillo,212,President,,,GLORIA LA RIVA,2
Bernalillo,212,President,,,EVAN MCMULLIN,0
Bernalillo,212,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,214,President,,Libertarian,GARY JOHNSON,24
Bernalillo,214,President,,Constitution,DARRELL CASTLE,1
Bernalillo,214,President,,Republican,DONALD J TRUMP,45
Bernalillo,214,President,,Democratic,HILLARY RODHAM CLINTON,280
Bernalillo,214,President,,Green,JILL STEIN,11
Bernalillo,214,President,,,GLORIA LA RIVA,2
Bernalillo,214,President,,,EVAN MCMULLIN,1
Bernalillo,214,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,215,President,,Libertarian,GARY JOHNSON,39
Bernalillo,215,President,,Constitution,DARRELL CASTLE,2
Bernalillo,215,President,,Republican,DONALD J TRUMP,39
Bernalillo,215,President,,Democratic,HILLARY RODHAM CLINTON,218
Bernalillo,215,President,,Green,JILL STEIN,19
Bernalillo,215,President,,,GLORIA LA RIVA,1
Bernalillo,215,President,,,EVAN MCMULLIN,3
Bernalillo,215,President,,,"""ROCKY"" ROQUE DE LA FUENTE",1
Bernalillo,216,President,,Libertarian,GARY JOHNSON,50
Bernalillo,216,President,,Constitution,DARRELL CASTLE,0
Bernalillo,216,President,,Republican,DONALD J TRUMP,76
Bernalillo,216,President,,Democratic,HILLARY RODHAM CLINTON,279
Bernalillo,216,President,,Green,JILL STEIN,4
Bernalillo,216,President,,,GLORIA LA RIVA,0
Bernalillo,216,President,,,EVAN MCMULLIN,2
Bernalillo,216,President,,,"""ROCKY"" ROQUE DE LA FUENTE",1
Bernalillo,217,President,,Libertarian,GARY JOHNSON,5
Bernalillo,217,President,,Constitution,DARRELL CASTLE,0
Bernalillo,217,President,,Republican,DONALD J TRUMP,17
Bernalillo,217,President,,Democratic,HILLARY RODHAM CLINTON,60
Bernalillo,217,President,,Green,JILL STEIN,1
Bernalillo,217,President,,,GLORIA LA RIVA,0
Bernalillo,217,President,,,EVAN MCMULLIN,0
Bernalillo,217,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,221,President,,Libertarian,GARY JOHNSON,48
Bernalillo,221,President,,Constitution,DARRELL CASTLE,2
Bernalillo,221,President,,Republican,DONALD J TRUMP,80
Bernalillo,221,President,,Democratic,HILLARY RODHAM CLINTON,427
Bernalillo,221,President,,Green,JILL STEIN,10
Bernalillo,221,President,,,GLORIA LA RIVA,4
Bernalillo,221,President,,,EVAN MCMULLIN,6
Bernalillo,221,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,223,President,,Libertarian,GARY JOHNSON,31
Bernalillo,223,President,,Constitution,DARRELL CASTLE,1
Bernalillo,223,President,,Republican,DONALD J TRUMP,19
Bernalillo,223,President,,Democratic,HILLARY RODHAM CLINTON,208
Bernalillo,223,President,,Green,JILL STEIN,18
Bernalillo,223,President,,,GLORIA LA RIVA,5
Bernalillo,223,President,,,EVAN MCMULLIN,0
Bernalillo,223,President,,,"""ROCKY"" ROQUE DE LA FUENTE",1
Bernalillo,224,President,,Libertarian,GARY JOHNSON,12
Bernalillo,224,President,,Constitution,DARRELL CASTLE,0
Bernalillo,224,President,,Republican,DONALD J TRUMP,32
Bernalillo,224,President,,Democratic,HILLARY RODHAM CLINTON,176
Bernalillo,224,President,,Green,JILL STEIN,14
Bernalillo,224,President,,,GLORIA LA RIVA,2
Bernalillo,224,President,,,EVAN MCMULLIN,2
Bernalillo,224,President,,,"""ROCKY"" ROQUE DE LA FUENTE",1
Bernalillo,225,President,,Libertarian,GARY JOHNSON,10
Bernalillo,225,President,,Constitution,DARRELL CASTLE,0
Bernalillo,225,President,,Republican,DONALD J TRUMP,17
Bernalillo,225,President,,Democratic,HILLARY RODHAM CLINTON,91
Bernalillo,225,President,,Green,JILL STEIN,6
Bernalillo,225,President,,,GLORIA LA RIVA,0
Bernalillo,225,President,,,EVAN MCMULLIN,0
Bernalillo,225,President,,,"""ROCKY"" ROQUE DE LA FUENTE",1
Bernalillo,226,President,,Libertarian,GARY JOHNSON,25
Bernalillo,226,President,,Constitution,DARRELL CASTLE,0
Bernalillo,226,President,,Republican,DONALD J TRUMP,22
Bernalillo,226,President,,Democratic,HILLARY RODHAM CLINTON,163
Bernalillo,226,President,,Green,JILL STEIN,3
Bernalillo,226,President,,,GLORIA LA RIVA,0
Bernalillo,226,President,,,EVAN MCMULLIN,1
Bernalillo,226,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,241,President,,Libertarian,GARY JOHNSON,29
Bernalillo,241,President,,Constitution,DARRELL CASTLE,0
Bernalillo,241,President,,Republican,DONALD J TRUMP,35
Bernalillo,241,President,,Democratic,HILLARY RODHAM CLINTON,228
Bernalillo,241,President,,Green,JILL STEIN,18
Bernalillo,241,President,,,GLORIA LA RIVA,4
Bernalillo,241,President,,,EVAN MCMULLIN,2
Bernalillo,241,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,242,President,,Libertarian,GARY JOHNSON,26
Bernalillo,242,President,,Constitution,DARRELL CASTLE,2
Bernalillo,242,President,,Republican,DONALD J TRUMP,33
Bernalillo,242,President,,Democratic,HILLARY RODHAM CLINTON,282
Bernalillo,242,President,,Green,JILL STEIN,9
Bernalillo,242,President,,,GLORIA LA RIVA,7
Bernalillo,242,President,,,EVAN MCMULLIN,0
Bernalillo,242,President,,,"""ROCKY"" ROQUE DE LA FUENTE",2
Bernalillo,243,President,,Libertarian,GARY JOHNSON,48
Bernalillo,243,President,,Constitution,DARRELL CASTLE,0
Bernalillo,243,President,,Republican,DONALD J TRUMP,47
Bernalillo,243,President,,Democratic,HILLARY RODHAM CLINTON,342
Bernalillo,243,President,,Green,JILL STEIN,12
Bernalillo,243,President,,,GLORIA LA RIVA,2
Bernalillo,243,President,,,EVAN MCMULLIN,0
Bernalillo,243,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,244,President,,Libertarian,GARY JOHNSON,40
Bernalillo,244,President,,Constitution,DARRELL CASTLE,0
Bernalillo,244,President,,Republican,DONALD J TRUMP,64
Bernalillo,244,President,,Democratic,HILLARY RODHAM CLINTON,455
Bernalillo,244,President,,Green,JILL STEIN,23
Bernalillo,244,President,,,GLORIA LA RIVA,2
Bernalillo,244,President,,,EVAN MCMULLIN,1
Bernalillo,244,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,245,President,,Libertarian,GARY JOHNSON,21
Bernalillo,245,President,,Constitution,DARRELL CASTLE,0
Bernalillo,245,President,,Republican,DONALD J TRUMP,45
Bernalillo,245,President,,Democratic,HILLARY RODHAM CLINTON,331
Bernalillo,245,President,,Green,JILL STEIN,20
Bernalillo,245,President,,,GLORIA LA RIVA,1
Bernalillo,245,President,,,EVAN MCMULLIN,1
Bernalillo,245,President,,,"""ROCKY"" ROQUE DE LA FUENTE",1
Bernalillo,246,President,,Libertarian,GARY JOHNSON,31
Bernalillo,246,President,,Constitution,DARRELL CASTLE,0
Bernalillo,246,President,,Republican,DONALD J TRUMP,33
Bernalillo,246,President,,Democratic,HILLARY RODHAM CLINTON,183
Bernalillo,246,President,,Green,JILL STEIN,8
Bernalillo,246,President,,,GLORIA LA RIVA,4
Bernalillo,246,President,,,EVAN MCMULLIN,2
Bernalillo,246,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,251,President,,Libertarian,GARY JOHNSON,15
Bernalillo,251,President,,Constitution,DARRELL CASTLE,0
Bernalillo,251,President,,Republican,DONALD J TRUMP,49
Bernalillo,251,President,,Democratic,HILLARY RODHAM CLINTON,280
Bernalillo,251,President,,Green,JILL STEIN,7
Bernalillo,251,President,,,GLORIA LA RIVA,1
Bernalillo,251,President,,,EVAN MCMULLIN,1
Bernalillo,251,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,252,President,,Libertarian,GARY JOHNSON,37
Bernalillo,252,President,,Constitution,DARRELL CASTLE,0
Bernalillo,252,President,,Republican,DONALD J TRUMP,54
Bernalillo,252,President,,Democratic,HILLARY RODHAM CLINTON,321
Bernalillo,252,President,,Green,JILL STEIN,3
Bernalillo,252,President,,,GLORIA LA RIVA,0
Bernalillo,252,President,,,EVAN MCMULLIN,0
Bernalillo,252,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,253,President,,Libertarian,GARY JOHNSON,39
Bernalillo,253,President,,Constitution,DARRELL CASTLE,0
Bernalillo,253,President,,Republican,DONALD J TRUMP,115
Bernalillo,253,President,,Democratic,HILLARY RODHAM CLINTON,490
Bernalillo,253,President,,Green,JILL STEIN,12
Bernalillo,253,President,,,GLORIA LA RIVA,3
Bernalillo,253,President,,,EVAN MCMULLIN,1
Bernalillo,253,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,254,President,,Libertarian,GARY JOHNSON,47
Bernalillo,254,President,,Constitution,DARRELL CASTLE,0
Bernalillo,254,President,,Republican,DONALD J TRUMP,101
Bernalillo,254,President,,Democratic,HILLARY RODHAM CLINTON,442
Bernalillo,254,President,,Green,JILL STEIN,11
Bernalillo,254,President,,,GLORIA LA RIVA,3
Bernalillo,254,President,,,EVAN MCMULLIN,1
Bernalillo,254,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,255,President,,Libertarian,GARY JOHNSON,48
Bernalillo,255,President,,Constitution,DARRELL CASTLE,2
Bernalillo,255,President,,Republican,DONALD J TRUMP,98
Bernalillo,255,President,,Democratic,HILLARY RODHAM CLINTON,443
Bernalillo,255,President,,Green,JILL STEIN,18
Bernalillo,255,President,,,GLORIA LA RIVA,2
Bernalillo,255,President,,,EVAN MCMULLIN,1
Bernalillo,255,President,,,"""ROCKY"" ROQUE DE LA FUENTE",1
Bernalillo,256,President,,Libertarian,GARY JOHNSON,21
Bernalillo,256,President,,Constitution,DARRELL CASTLE,0
Bernalillo,256,President,,Republican,DONALD J TRUMP,62
Bernalillo,256,President,,Democratic,HILLARY RODHAM CLINTON,351
Bernalillo,256,President,,Green,JILL STEIN,12
Bernalillo,256,President,,,GLORIA LA RIVA,0
Bernalillo,256,President,,,EVAN MCMULLIN,2
Bernalillo,256,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,257,President,,Libertarian,GARY JOHNSON,0
Bernalillo,257,President,,Constitution,DARRELL CASTLE,0
Bernalillo,257,President,,Republican,DONALD J TRUMP,0
Bernalillo,257,President,,Democratic,HILLARY RODHAM CLINTON,0
Bernalillo,257,President,,Green,JILL STEIN,0
Bernalillo,257,President,,,GLORIA LA RIVA,0
Bernalillo,257,President,,,EVAN MCMULLIN,0
Bernalillo,257,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,258,President,,Libertarian,GARY JOHNSON,44
Bernalillo,258,President,,Constitution,DARRELL CASTLE,2
Bernalillo,258,President,,Republican,DONALD J TRUMP,174
Bernalillo,258,President,,Democratic,HILLARY RODHAM CLINTON,99
Bernalillo,258,President,,Green,JILL STEIN,2
Bernalillo,258,President,,,GLORIA LA RIVA,0
Bernalillo,258,President,,,EVAN MCMULLIN,15
Bernalillo,258,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,271,President,,Libertarian,GARY JOHNSON,43
Bernalillo,271,President,,Constitution,DARRELL CASTLE,1
Bernalillo,271,President,,Republican,DONALD J TRUMP,93
Bernalillo,271,President,,Democratic,HILLARY RODHAM CLINTON,336
Bernalillo,271,President,,Green,JILL STEIN,14
Bernalillo,271,President,,,GLORIA LA RIVA,2
Bernalillo,271,President,,,EVAN MCMULLIN,2
Bernalillo,271,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,272,President,,Libertarian,GARY JOHNSON,29
Bernalillo,272,President,,Constitution,DARRELL CASTLE,0
Bernalillo,272,President,,Republican,DONALD J TRUMP,54
Bernalillo,272,President,,Democratic,HILLARY RODHAM CLINTON,341
Bernalillo,272,President,,Green,JILL STEIN,21
Bernalillo,272,President,,,GLORIA LA RIVA,1
Bernalillo,272,President,,,EVAN MCMULLIN,1
Bernalillo,272,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,273,President,,Libertarian,GARY JOHNSON,54
Bernalillo,273,President,,Constitution,DARRELL CASTLE,0
Bernalillo,273,President,,Republican,DONALD J TRUMP,116
Bernalillo,273,President,,Democratic,HILLARY RODHAM CLINTON,409
Bernalillo,273,President,,Green,JILL STEIN,11
Bernalillo,273,President,,,GLORIA LA RIVA,1
Bernalillo,273,President,,,EVAN MCMULLIN,3
Bernalillo,273,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,274,President,,Libertarian,GARY JOHNSON,23
Bernalillo,274,President,,Constitution,DARRELL CASTLE,2
Bernalillo,274,President,,Republican,DONALD J TRUMP,47
Bernalillo,274,President,,Democratic,HILLARY RODHAM CLINTON,298
Bernalillo,274,President,,Green,JILL STEIN,11
Bernalillo,274,President,,,GLORIA LA RIVA,1
Bernalillo,274,President,,,EVAN MCMULLIN,0
Bernalillo,274,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,275,President,,Libertarian,GARY JOHNSON,72
Bernalillo,275,President,,Constitution,DARRELL CASTLE,1
Bernalillo,275,President,,Republican,DONALD J TRUMP,171
Bernalillo,275,President,,Democratic,HILLARY RODHAM CLINTON,390
Bernalillo,275,President,,Green,JILL STEIN,18
Bernalillo,275,President,,,GLORIA LA RIVA,3
Bernalillo,275,President,,,EVAN MCMULLIN,1
Bernalillo,275,President,,,"""ROCKY"" ROQUE DE LA FUENTE",1
Bernalillo,278,President,,Libertarian,GARY JOHNSON,35
Bernalillo,278,President,,Constitution,DARRELL CASTLE,3
Bernalillo,278,President,,Republican,DONALD J TRUMP,116
Bernalillo,278,President,,Democratic,HILLARY RODHAM CLINTON,169
Bernalillo,278,President,,Green,JILL STEIN,4
Bernalillo,278,President,,,GLORIA LA RIVA,0
Bernalillo,278,President,,,EVAN MCMULLIN,2
Bernalillo,278,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,281,President,,Libertarian,GARY JOHNSON,33
Bernalillo,281,President,,Constitution,DARRELL CASTLE,0
Bernalillo,281,President,,Republican,DONALD J TRUMP,58
Bernalillo,281,President,,Democratic,HILLARY RODHAM CLINTON,212
Bernalillo,281,President,,Green,JILL STEIN,7
Bernalillo,281,President,,,GLORIA LA RIVA,1
Bernalillo,281,President,,,EVAN MCMULLIN,1
Bernalillo,281,President,,,"""ROCKY"" ROQUE DE LA FUENTE",1
Bernalillo,282,President,,Libertarian,GARY JOHNSON,56
Bernalillo,282,President,,Constitution,DARRELL CASTLE,0
Bernalillo,282,President,,Republican,DONALD J TRUMP,140
Bernalillo,282,President,,Democratic,HILLARY RODHAM CLINTON,332
Bernalillo,282,President,,Green,JILL STEIN,6
Bernalillo,282,President,,,GLORIA LA RIVA,6
Bernalillo,282,President,,,EVAN MCMULLIN,1
Bernalillo,282,President,,,"""ROCKY"" ROQUE DE LA FUENTE",0
Bernalillo,283,President,,Libertarian,GARY JOHNSON,20
Bernalillo,283,President,,Constitution,DARRELL CASTLE,0
Bernalillo,283,President,,Republican,DONALD J TRUMP,51
Bernalillo,283,President,,Democratic,HILLARY RODHAM CLINTON,151
Bernalillo,283,President,,Green,JILL STEIN,3
Bernalillo,283,President,,,GLORIA LA RIVA,1
