county,precinct,office,district,party,candidate,votes
Bernalillo,1,Attorney General,,DEM,HECTOR BALDERAS,443
Bernalillo,2,Attorney General,,DEM,HECTOR BALDERAS,328
Bernalillo,3,Attorney General,,DEM,HECTOR BALDERAS,464
Bernalillo,4,Attorney General,,DEM,HECTOR BALDERAS,323
Bernalillo,5,Attorney General,,DEM,HECTOR BALDERAS,346
Bernalillo,6,Attorney General,,DEM,HECTOR BALDERAS,619
Bernalillo,7,Attorney General,,DEM,HECTOR BALDERAS,663
Bernalillo,8,Attorney General,,DEM,HECTOR BALDERAS,205
Bernalillo,9,Attorney General,,DEM,HECTOR BALDERAS,297
Bernalillo,10,Attorney General,,DEM,HECTOR BALDERAS,346
Bernalillo,11,Attorney General,,DEM,HECTOR BALDERAS,563
Bernalillo,12,Attorney General,,DEM,HECTOR BALDERAS,427
Bernalillo,13,Attorney General,,DEM,HECTOR BALDERAS,388
Bernalillo,14,Attorney General,,DEM,HECTOR BALDERAS,356
Bernalillo,15,Attorney General,,DEM,HECTOR BALDERAS,394
Bernalillo,16,Attorney General,,DEM,HECTOR BALDERAS,287
Bernalillo,17,Attorney General,,DEM,HECTOR BALDERAS,501
Bernalillo,18,Attorney General,,DEM,HECTOR BALDERAS,449
Bernalillo,19,Attorney General,,DEM,HECTOR BALDERAS,670
Bernalillo,20,Attorney General,,DEM,HECTOR BALDERAS,591
Bernalillo,21,Attorney General,,DEM,HECTOR BALDERAS,794
Bernalillo,22,Attorney General,,DEM,HECTOR BALDERAS,388
Bernalillo,23,Attorney General,,DEM,HECTOR BALDERAS,561
Bernalillo,24,Attorney General,,DEM,HECTOR BALDERAS,805
Bernalillo,25,Attorney General,,DEM,HECTOR BALDERAS,657
Bernalillo,26,Attorney General,,DEM,HECTOR BALDERAS,627
Bernalillo,27,Attorney General,,DEM,HECTOR BALDERAS,362
Bernalillo,28,Attorney General,,DEM,HECTOR BALDERAS,272
Bernalillo,29,Attorney General,,DEM,HECTOR BALDERAS,394
Bernalillo,30,Attorney General,,DEM,HECTOR BALDERAS,1067
Bernalillo,31,Attorney General,,DEM,HECTOR BALDERAS,311
Bernalillo,32,Attorney General,,DEM,HECTOR BALDERAS,350
Bernalillo,33,Attorney General,,DEM,HECTOR BALDERAS,461
Bernalillo,34,Attorney General,,DEM,HECTOR BALDERAS,187
Bernalillo,35,Attorney General,,DEM,HECTOR BALDERAS,228
Bernalillo,36,Attorney General,,DEM,HECTOR BALDERAS,315
Bernalillo,37,Attorney General,,DEM,HECTOR BALDERAS,517
Bernalillo,38,Attorney General,,DEM,HECTOR BALDERAS,504
Bernalillo,39,Attorney General,,DEM,HECTOR BALDERAS,498
Bernalillo,40,Attorney General,,DEM,HECTOR BALDERAS,335
Bernalillo,41,Attorney General,,DEM,HECTOR BALDERAS,503
Bernalillo,42,Attorney General,,DEM,HECTOR BALDERAS,299
Bernalillo,43,Attorney General,,DEM,HECTOR BALDERAS,349
Bernalillo,44,Attorney General,,DEM,HECTOR BALDERAS,548
Bernalillo,45,Attorney General,,DEM,HECTOR BALDERAS,256
Bernalillo,46,Attorney General,,DEM,HECTOR BALDERAS,414
Bernalillo,47,Attorney General,,DEM,HECTOR BALDERAS,136
Bernalillo,48,Attorney General,,DEM,HECTOR BALDERAS,449
Bernalillo,49,Attorney General,,DEM,HECTOR BALDERAS,497
Bernalillo,50,Attorney General,,DEM,HECTOR BALDERAS,689
Bernalillo,51,Attorney General,,DEM,HECTOR BALDERAS,320
Bernalillo,52,Attorney General,,DEM,HECTOR BALDERAS,742
Bernalillo,53,Attorney General,,DEM,HECTOR BALDERAS,252
Bernalillo,54,Attorney General,,DEM,HECTOR BALDERAS,687
Bernalillo,55,Attorney General,,DEM,HECTOR BALDERAS,332
Bernalillo,56,Attorney General,,DEM,HECTOR BALDERAS,385
Bernalillo,57,Attorney General,,DEM,HECTOR BALDERAS,797
Bernalillo,58,Attorney General,,DEM,HECTOR BALDERAS,94
Bernalillo,59,Attorney General,,DEM,HECTOR BALDERAS,541
Bernalillo,60,Attorney General,,DEM,HECTOR BALDERAS,515
Bernalillo,61,Attorney General,,DEM,HECTOR BALDERAS,305
Bernalillo,62,Attorney General,,DEM,HECTOR BALDERAS,233
Bernalillo,63,Attorney General,,DEM,HECTOR BALDERAS,171
Bernalillo,64,Attorney General,,DEM,HECTOR BALDERAS,135
Bernalillo,65,Attorney General,,DEM,HECTOR BALDERAS,299
Bernalillo,66,Attorney General,,DEM,HECTOR BALDERAS,300
Bernalillo,67,Attorney General,,DEM,HECTOR BALDERAS,364
Bernalillo,68,Attorney General,,DEM,HECTOR BALDERAS,582
Bernalillo,69,Attorney General,,DEM,HECTOR BALDERAS,790
Bernalillo,70,Attorney General,,DEM,HECTOR BALDERAS,730
Bernalillo,71,Attorney General,,DEM,HECTOR BALDERAS,370
Bernalillo,72,Attorney General,,DEM,HECTOR BALDERAS,191
Bernalillo,73,Attorney General,,DEM,HECTOR BALDERAS,434
Bernalillo,74,Attorney General,,DEM,HECTOR BALDERAS,265
Bernalillo,75,Attorney General,,DEM,HECTOR BALDERAS,187
Bernalillo,76,Attorney General,,DEM,HECTOR BALDERAS,276
Bernalillo,77,Attorney General,,DEM,HECTOR BALDERAS,264
Bernalillo,78,Attorney General,,DEM,HECTOR BALDERAS,576
Bernalillo,79,Attorney General,,DEM,HECTOR BALDERAS,708
Bernalillo,80,Attorney General,,DEM,HECTOR BALDERAS,664
Bernalillo,81,Attorney General,,DEM,HECTOR BALDERAS,1141
Bernalillo,82,Attorney General,,DEM,HECTOR BALDERAS,498
Bernalillo,83,Attorney General,,DEM,HECTOR BALDERAS,867
Bernalillo,84,Attorney General,,DEM,HECTOR BALDERAS,506
Bernalillo,85,Attorney General,,DEM,HECTOR BALDERAS,896
Bernalillo,86,Attorney General,,DEM,HECTOR BALDERAS,324
Bernalillo,87,Attorney General,,DEM,HECTOR BALDERAS,382
Bernalillo,88,Attorney General,,DEM,HECTOR BALDERAS,246
Bernalillo,89,Attorney General,,DEM,HECTOR BALDERAS,247
Bernalillo,90,Attorney General,,DEM,HECTOR BALDERAS,388
Bernalillo,91,Attorney General,,DEM,HECTOR BALDERAS,462
Bernalillo,92,Attorney General,,DEM,HECTOR BALDERAS,371
Bernalillo,93,Attorney General,,DEM,HECTOR BALDERAS,562
Bernalillo,94,Attorney General,,DEM,HECTOR BALDERAS,108
Bernalillo,95,Attorney General,,DEM,HECTOR BALDERAS,179
Bernalillo,96,Attorney General,,DEM,HECTOR BALDERAS,337
Bernalillo,97,Attorney General,,DEM,HECTOR BALDERAS,488
Bernalillo,98,Attorney General,,DEM,HECTOR BALDERAS,368
Bernalillo,99,Attorney General,,DEM,HECTOR BALDERAS,384
Bernalillo,101,Attorney General,,DEM,HECTOR BALDERAS,356
Bernalillo,102,Attorney General,,DEM,HECTOR BALDERAS,239
Bernalillo,103,Attorney General,,DEM,HECTOR BALDERAS,424
Bernalillo,104,Attorney General,,DEM,HECTOR BALDERAS,106
Bernalillo,105,Attorney General,,DEM,HECTOR BALDERAS,116
Bernalillo,106,Attorney General,,DEM,HECTOR BALDERAS,345
Bernalillo,107,Attorney General,,DEM,HECTOR BALDERAS,345
Bernalillo,108,Attorney General,,DEM,HECTOR BALDERAS,184
Bernalillo,109,Attorney General,,DEM,HECTOR BALDERAS,29
Bernalillo,110,Attorney General,,DEM,HECTOR BALDERAS,339
Bernalillo,111,Attorney General,,DEM,HECTOR BALDERAS,602
Bernalillo,112,Attorney General,,DEM,HECTOR BALDERAS,603
Bernalillo,113,Attorney General,,DEM,HECTOR BALDERAS,379
Bernalillo,114,Attorney General,,DEM,HECTOR BALDERAS,886
Bernalillo,115,Attorney General,,DEM,HECTOR BALDERAS,999
Bernalillo,116,Attorney General,,DEM,HECTOR BALDERAS,292
Bernalillo,117,Attorney General,,DEM,HECTOR BALDERAS,802
Bernalillo,118,Attorney General,,DEM,HECTOR BALDERAS,597
Bernalillo,119,Attorney General,,DEM,HECTOR BALDERAS,858
Bernalillo,120,Attorney General,,DEM,HECTOR BALDERAS,642
Bernalillo,121,Attorney General,,DEM,HECTOR BALDERAS,544
Bernalillo,122,Attorney General,,DEM,HECTOR BALDERAS,225
Bernalillo,123,Attorney General,,DEM,HECTOR BALDERAS,393
Bernalillo,124,Attorney General,,DEM,HECTOR BALDERAS,270
Bernalillo,125,Attorney General,,DEM,HECTOR BALDERAS,309
Bernalillo,127,Attorney General,,DEM,HECTOR BALDERAS,803
Bernalillo,128,Attorney General,,DEM,HECTOR BALDERAS,339
Bernalillo,129,Attorney General,,DEM,HECTOR BALDERAS,250
Bernalillo,131,Attorney General,,DEM,HECTOR BALDERAS,194
Bernalillo,132,Attorney General,,DEM,HECTOR BALDERAS,281
Bernalillo,133,Attorney General,,DEM,HECTOR BALDERAS,205
Bernalillo,134,Attorney General,,DEM,HECTOR BALDERAS,1058
Bernalillo,135,Attorney General,,DEM,HECTOR BALDERAS,283
Bernalillo,136,Attorney General,,DEM,HECTOR BALDERAS,495
Bernalillo,137,Attorney General,,DEM,HECTOR BALDERAS,280
Bernalillo,138,Attorney General,,DEM,HECTOR BALDERAS,430
Bernalillo,139,Attorney General,,DEM,HECTOR BALDERAS,211
Bernalillo,140,Attorney General,,DEM,HECTOR BALDERAS,284
Bernalillo,141,Attorney General,,DEM,HECTOR BALDERAS,345
Bernalillo,142,Attorney General,,DEM,HECTOR BALDERAS,479
Bernalillo,143,Attorney General,,DEM,HECTOR BALDERAS,192
Bernalillo,144,Attorney General,,DEM,HECTOR BALDERAS,324
Bernalillo,150,Attorney General,,DEM,HECTOR BALDERAS,674
Bernalillo,151,Attorney General,,DEM,HECTOR BALDERAS,443
Bernalillo,152,Attorney General,,DEM,HECTOR BALDERAS,379
Bernalillo,153,Attorney General,,DEM,HECTOR BALDERAS,359
Bernalillo,154,Attorney General,,DEM,HECTOR BALDERAS,686
Bernalillo,161,Attorney General,,DEM,HECTOR BALDERAS,198
Bernalillo,162,Attorney General,,DEM,HECTOR BALDERAS,513
Bernalillo,163,Attorney General,,DEM,HECTOR BALDERAS,240
Bernalillo,164,Attorney General,,DEM,HECTOR BALDERAS,254
Bernalillo,165,Attorney General,,DEM,HECTOR BALDERAS,279
Bernalillo,166,Attorney General,,DEM,HECTOR BALDERAS,270
Bernalillo,170,Attorney General,,DEM,HECTOR BALDERAS,633
Bernalillo,171,Attorney General,,DEM,HECTOR BALDERAS,530
Bernalillo,180,Attorney General,,DEM,HECTOR BALDERAS,218
Bernalillo,181,Attorney General,,DEM,HECTOR BALDERAS,618
Bernalillo,182,Attorney General,,DEM,HECTOR BALDERAS,279
Bernalillo,183,Attorney General,,DEM,HECTOR BALDERAS,540
Bernalillo,184,Attorney General,,DEM,HECTOR BALDERAS,354
Bernalillo,185,Attorney General,,DEM,HECTOR BALDERAS,653
Bernalillo,186,Attorney General,,DEM,HECTOR BALDERAS,521
Bernalillo,187,Attorney General,,DEM,HECTOR BALDERAS,433
Bernalillo,191,Attorney General,,DEM,HECTOR BALDERAS,238
Bernalillo,192,Attorney General,,DEM,HECTOR BALDERAS,307
Bernalillo,193,Attorney General,,DEM,HECTOR BALDERAS,318
Bernalillo,194,Attorney General,,DEM,HECTOR BALDERAS,337
Bernalillo,195,Attorney General,,DEM,HECTOR BALDERAS,232
Bernalillo,196,Attorney General,,DEM,HECTOR BALDERAS,170
Bernalillo,197,Attorney General,,DEM,HECTOR BALDERAS,302
Bernalillo,211,Attorney General,,DEM,HECTOR BALDERAS,178
Bernalillo,212,Attorney General,,DEM,HECTOR BALDERAS,281
Bernalillo,214,Attorney General,,DEM,HECTOR BALDERAS,273
Bernalillo,215,Attorney General,,DEM,HECTOR BALDERAS,185
Bernalillo,216,Attorney General,,DEM,HECTOR BALDERAS,256
Bernalillo,217,Attorney General,,DEM,HECTOR BALDERAS,60
Bernalillo,221,Attorney General,,DEM,HECTOR BALDERAS,466
Bernalillo,223,Attorney General,,DEM,HECTOR BALDERAS,189
Bernalillo,224,Attorney General,,DEM,HECTOR BALDERAS,196
Bernalillo,225,Attorney General,,DEM,HECTOR BALDERAS,85
Bernalillo,226,Attorney General,,DEM,HECTOR BALDERAS,168
Bernalillo,241,Attorney General,,DEM,HECTOR BALDERAS,233
Bernalillo,242,Attorney General,,DEM,HECTOR BALDERAS,283
Bernalillo,243,Attorney General,,DEM,HECTOR BALDERAS,335
Bernalillo,244,Attorney General,,DEM,HECTOR BALDERAS,459
Bernalillo,245,Attorney General,,DEM,HECTOR BALDERAS,359
Bernalillo,246,Attorney General,,DEM,HECTOR BALDERAS,164
Bernalillo,251,Attorney General,,DEM,HECTOR BALDERAS,297
Bernalillo,252,Attorney General,,DEM,HECTOR BALDERAS,362
Bernalillo,253,Attorney General,,DEM,HECTOR BALDERAS,518
Bernalillo,254,Attorney General,,DEM,HECTOR BALDERAS,447
Bernalillo,255,Attorney General,,DEM,HECTOR BALDERAS,420
Bernalillo,256,Attorney General,,DEM,HECTOR BALDERAS,374
Bernalillo,257,Attorney General,,DEM,HECTOR BALDERAS,0
Bernalillo,258,Attorney General,,DEM,HECTOR BALDERAS,90
Bernalillo,271,Attorney General,,DEM,HECTOR BALDERAS,383
Bernalillo,272,Attorney General,,DEM,HECTOR BALDERAS,362
Bernalillo,273,Attorney General,,DEM,HECTOR BALDERAS,406
Bernalillo,274,Attorney General,,DEM,HECTOR BALDERAS,332
Bernalillo,275,Attorney General,,DEM,HECTOR BALDERAS,367
Bernalillo,278,Attorney General,,DEM,HECTOR BALDERAS,204
Bernalillo,281,Attorney General,,DEM,HECTOR BALDERAS,213
Bernalillo,282,Attorney General,,DEM,HECTOR BALDERAS,356
Bernalillo,283,Attorney General,,DEM,HECTOR BALDERAS,155
Bernalillo,284,Attorney General,,DEM,HECTOR BALDERAS,280
Bernalillo,285,Attorney General,,DEM,HECTOR BALDERAS,168
Bernalillo,286,Attorney General,,DEM,HECTOR BALDERAS,335
Bernalillo,287,Attorney General,,DEM,HECTOR BALDERAS,174
Bernalillo,289,Attorney General,,DEM,HECTOR BALDERAS,1079
Bernalillo,290,Attorney General,,DEM,HECTOR BALDERAS,157
Bernalillo,291,Attorney General,,DEM,HECTOR BALDERAS,262
Bernalillo,292,Attorney General,,DEM,HECTOR BALDERAS,577
Bernalillo,293,Attorney General,,DEM,HECTOR BALDERAS,407
Bernalillo,294,Attorney General,,DEM,HECTOR BALDERAS,286
Bernalillo,295,Attorney General,,DEM,HECTOR BALDERAS,277
Bernalillo,296,Attorney General,,DEM,HECTOR BALDERAS,203
Bernalillo,297,Attorney General,,DEM,HECTOR BALDERAS,376
Bernalillo,298,Attorney General,,DEM,HECTOR BALDERAS,392
Bernalillo,299,Attorney General,,DEM,HECTOR BALDERAS,426
Bernalillo,300,Attorney General,,DEM,HECTOR BALDERAS,203
Bernalillo,301,Attorney General,,DEM,HECTOR BALDERAS,258
Bernalillo,302,Attorney General,,DEM,HECTOR BALDERAS,756
Bernalillo,303,Attorney General,,DEM,HECTOR BALDERAS,188
Bernalillo,304,Attorney General,,DEM,HECTOR BALDERAS,227
Bernalillo,305,Attorney General,,DEM,HECTOR BALDERAS,299
Bernalillo,306,Attorney General,,DEM,HECTOR BALDERAS,194
Bernalillo,307,Attorney General,,DEM,HECTOR BALDERAS,314
Bernalillo,308,Attorney General,,DEM,HECTOR BALDERAS,228
Bernalillo,311,Attorney General,,DEM,HECTOR BALDERAS,276
Bernalillo,312,Attorney General,,DEM,HECTOR BALDERAS,335
Bernalillo,313,Attorney General,,DEM,HECTOR BALDERAS,179
Bernalillo,314,Attorney General,,DEM,HECTOR BALDERAS,294
Bernalillo,315,Attorney General,,DEM,HECTOR BALDERAS,262
Bernalillo,316,Attorney General,,DEM,HECTOR BALDERAS,309
Bernalillo,317,Attorney General,,DEM,HECTOR BALDERAS,208
Bernalillo,318,Attorney General,,DEM,HECTOR BALDERAS,257
Bernalillo,321,Attorney General,,DEM,HECTOR BALDERAS,203
Bernalillo,322,Attorney General,,DEM,HECTOR BALDERAS,163
Bernalillo,323,Attorney General,,DEM,HECTOR BALDERAS,237
Bernalillo,324,Attorney General,,DEM,HECTOR BALDERAS,575
Bernalillo,326,Attorney General,,DEM,HECTOR BALDERAS,223
Bernalillo,327,Attorney General,,DEM,HECTOR BALDERAS,263
Bernalillo,328,Attorney General,,DEM,HECTOR BALDERAS,574
Bernalillo,329,Attorney General,,DEM,HECTOR BALDERAS,220
Bernalillo,330,Attorney General,,DEM,HECTOR BALDERAS,163
Bernalillo,331,Attorney General,,DEM,HECTOR BALDERAS,163
Bernalillo,332,Attorney General,,DEM,HECTOR BALDERAS,291
Bernalillo,333,Attorney General,,DEM,HECTOR BALDERAS,441
Bernalillo,341,Attorney General,,DEM,HECTOR BALDERAS,327
Bernalillo,342,Attorney General,,DEM,HECTOR BALDERAS,215
Bernalillo,343,Attorney General,,DEM,HECTOR BALDERAS,396
Bernalillo,344,Attorney General,,DEM,HECTOR BALDERAS,495
Bernalillo,345,Attorney General,,DEM,HECTOR BALDERAS,541
Bernalillo,346,Attorney General,,DEM,HECTOR BALDERAS,220
Bernalillo,347,Attorney General,,DEM,HECTOR BALDERAS,253
Bernalillo,351,Attorney General,,DEM,HECTOR BALDERAS,251
Bernalillo,352,Attorney General,,DEM,HECTOR BALDERAS,353
Bernalillo,353,Attorney General,,DEM,HECTOR BALDERAS,221
Bernalillo,354,Attorney General,,DEM,HECTOR BALDERAS,370
Bernalillo,355,Attorney General,,DEM,HECTOR BALDERAS,393
Bernalillo,356,Attorney General,,DEM,HECTOR BALDERAS,329
Bernalillo,357,Attorney General,,DEM,HECTOR BALDERAS,202
Bernalillo,358,Attorney General,,DEM,HECTOR BALDERAS,201
Bernalillo,371,Attorney General,,DEM,HECTOR BALDERAS,454
Bernalillo,372,Attorney General,,DEM,HECTOR BALDERAS,217
Bernalillo,373,Attorney General,,DEM,HECTOR BALDERAS,221
Bernalillo,374,Attorney General,,DEM,HECTOR BALDERAS,269
Bernalillo,375,Attorney General,,DEM,HECTOR BALDERAS,558
Bernalillo,381,Attorney General,,DEM,HECTOR BALDERAS,328
Bernalillo,382,Attorney General,,DEM,HECTOR BALDERAS,260
Bernalillo,383,Attorney General,,DEM,HECTOR BALDERAS,323
Bernalillo,384,Attorney General,,DEM,HECTOR BALDERAS,374
Bernalillo,385,Attorney General,,DEM,HECTOR BALDERAS,339
Bernalillo,386,Attorney General,,DEM,HECTOR BALDERAS,260
Bernalillo,387,Attorney General,,DEM,HECTOR BALDERAS,289
Bernalillo,400,Attorney General,,DEM,HECTOR BALDERAS,157
Bernalillo,401,Attorney General,,DEM,HECTOR BALDERAS,273
Bernalillo,402,Attorney General,,DEM,HECTOR BALDERAS,283
Bernalillo,403,Attorney General,,DEM,HECTOR BALDERAS,254
Bernalillo,404,Attorney General,,DEM,HECTOR BALDERAS,349
Bernalillo,405,Attorney General,,DEM,HECTOR BALDERAS,267
Bernalillo,406,Attorney General,,DEM,HECTOR BALDERAS,212
Bernalillo,407,Attorney General,,DEM,HECTOR BALDERAS,406
Bernalillo,408,Attorney General,,DEM,HECTOR BALDERAS,240
Bernalillo,409,Attorney General,,DEM,HECTOR BALDERAS,436
Bernalillo,410,Attorney General,,DEM,HECTOR BALDERAS,284
Bernalillo,411,Attorney General,,DEM,HECTOR BALDERAS,275
Bernalillo,412,Attorney General,,DEM,HECTOR BALDERAS,151
Bernalillo,413,Attorney General,,DEM,HECTOR BALDERAS,353
Bernalillo,414,Attorney General,,DEM,HECTOR BALDERAS,156
Bernalillo,415,Attorney General,,DEM,HECTOR BALDERAS,168
Bernalillo,416,Attorney General,,DEM,HECTOR BALDERAS,232
Bernalillo,417,Attorney General,,DEM,HECTOR BALDERAS,271
Bernalillo,418,Attorney General,,DEM,HECTOR BALDERAS,318
Bernalillo,419,Attorney General,,DEM,HECTOR BALDERAS,453
Bernalillo,420,Attorney General,,DEM,HECTOR BALDERAS,429
Bernalillo,421,Attorney General,,DEM,HECTOR BALDERAS,306
Bernalillo,422,Attorney General,,DEM,HECTOR BALDERAS,696
Bernalillo,423,Attorney General,,DEM,HECTOR BALDERAS,814
Bernalillo,424,Attorney General,,DEM,HECTOR BALDERAS,803
Bernalillo,425,Attorney General,,DEM,HECTOR BALDERAS,593
Bernalillo,426,Attorney General,,DEM,HECTOR BALDERAS,476
Bernalillo,427,Attorney General,,DEM,HECTOR BALDERAS,832
Bernalillo,428,Attorney General,,DEM,HECTOR BALDERAS,370
Bernalillo,429,Attorney General,,DEM,HECTOR BALDERAS,522
Bernalillo,430,Attorney General,,DEM,HECTOR BALDERAS,312
Bernalillo,431,Attorney General,,DEM,HECTOR BALDERAS,244
Bernalillo,432,Attorney General,,DEM,HECTOR BALDERAS,348
Bernalillo,433,Attorney General,,DEM,HECTOR BALDERAS,215
Bernalillo,434,Attorney General,,DEM,HECTOR BALDERAS,190
Bernalillo,435,Attorney General,,DEM,HECTOR BALDERAS,308
Bernalillo,436,Attorney General,,DEM,HECTOR BALDERAS,225
Bernalillo,437,Attorney General,,DEM,HECTOR BALDERAS,166
Bernalillo,438,Attorney General,,DEM,HECTOR BALDERAS,299
Bernalillo,439,Attorney General,,DEM,HECTOR BALDERAS,454
Bernalillo,440,Attorney General,,DEM,HECTOR BALDERAS,159
Bernalillo,441,Attorney General,,DEM,HECTOR BALDERAS,240
Bernalillo,442,Attorney General,,DEM,HECTOR BALDERAS,242
Bernalillo,443,Attorney General,,DEM,HECTOR BALDERAS,211
Bernalillo,444,Attorney General,,DEM,HECTOR BALDERAS,232
Bernalillo,445,Attorney General,,DEM,HECTOR BALDERAS,226
Bernalillo,446,Attorney General,,DEM,HECTOR BALDERAS,247
Bernalillo,447,Attorney General,,DEM,HECTOR BALDERAS,787
Bernalillo,448,Attorney General,,DEM,HECTOR BALDERAS,588
Bernalillo,449,Attorney General,,DEM,HECTOR BALDERAS,415
Bernalillo,450,Attorney General,,DEM,HECTOR BALDERAS,243
Bernalillo,451,Attorney General,,DEM,HECTOR BALDERAS,232
Bernalillo,452,Attorney General,,DEM,HECTOR BALDERAS,247
Bernalillo,453,Attorney General,,DEM,HECTOR BALDERAS,530
Bernalillo,454,Attorney General,,DEM,HECTOR BALDERAS,402
Bernalillo,455,Attorney General,,DEM,HECTOR BALDERAS,1140
Bernalillo,456,Attorney General,,DEM,HECTOR BALDERAS,490
Bernalillo,461,Attorney General,,DEM,HECTOR BALDERAS,198
Bernalillo,462,Attorney General,,DEM,HECTOR BALDERAS,190
Bernalillo,463,Attorney General,,DEM,HECTOR BALDERAS,202
Bernalillo,464,Attorney General,,DEM,HECTOR BALDERAS,186
Bernalillo,465,Attorney General,,DEM,HECTOR BALDERAS,372
Bernalillo,466,Attorney General,,DEM,HECTOR BALDERAS,254
Bernalillo,471,Attorney General,,DEM,HECTOR BALDERAS,233
Bernalillo,472,Attorney General,,DEM,HECTOR BALDERAS,184
Bernalillo,473,Attorney General,,DEM,HECTOR BALDERAS,243
Bernalillo,474,Attorney General,,DEM,HECTOR BALDERAS,172
Bernalillo,475,Attorney General,,DEM,HECTOR BALDERAS,297
Bernalillo,476,Attorney General,,DEM,HECTOR BALDERAS,297
Bernalillo,477,Attorney General,,DEM,HECTOR BALDERAS,390
Bernalillo,478,Attorney General,,DEM,HECTOR BALDERAS,341
Bernalillo,480,Attorney General,,DEM,HECTOR BALDERAS,368
Bernalillo,481,Attorney General,,DEM,HECTOR BALDERAS,168
Bernalillo,482,Attorney General,,DEM,HECTOR BALDERAS,326
Bernalillo,483,Attorney General,,DEM,HECTOR BALDERAS,411
Bernalillo,484,Attorney General,,DEM,HECTOR BALDERAS,280
Bernalillo,485,Attorney General,,DEM,HECTOR BALDERAS,375
Bernalillo,486,Attorney General,,DEM,HECTOR BALDERAS,446
Bernalillo,487,Attorney General,,DEM,HECTOR BALDERAS,297
Bernalillo,488,Attorney General,,DEM,HECTOR BALDERAS,358
Bernalillo,489,Attorney General,,DEM,HECTOR BALDERAS,372
Bernalillo,490,Attorney General,,DEM,HECTOR BALDERAS,273
Bernalillo,491,Attorney General,,DEM,HECTOR BALDERAS,229
Bernalillo,492,Attorney General,,DEM,HECTOR BALDERAS,194
Bernalillo,493,Attorney General,,DEM,HECTOR BALDERAS,289
Bernalillo,494,Attorney General,,DEM,HECTOR BALDERAS,247
Bernalillo,495,Attorney General,,DEM,HECTOR BALDERAS,319
Bernalillo,496,Attorney General,,DEM,HECTOR BALDERAS,225
Bernalillo,497,Attorney General,,DEM,HECTOR BALDERAS,293
Bernalillo,498,Attorney General,,DEM,HECTOR BALDERAS,356
Bernalillo,499,Attorney General,,DEM,HECTOR BALDERAS,292
Bernalillo,500,Attorney General,,DEM,HECTOR BALDERAS,358
Bernalillo,502,Attorney General,,DEM,HECTOR BALDERAS,330
Bernalillo,503,Attorney General,,DEM,HECTOR BALDERAS,197
Bernalillo,504,Attorney General,,DEM,HECTOR BALDERAS,189
Bernalillo,505,Attorney General,,DEM,HECTOR BALDERAS,230
Bernalillo,506,Attorney General,,DEM,HECTOR BALDERAS,208
Bernalillo,507,Attorney General,,DEM,HECTOR BALDERAS,237
Bernalillo,508,Attorney General,,DEM,HECTOR BALDERAS,214
Bernalillo,509,Attorney General,,DEM,HECTOR BALDERAS,160
Bernalillo,510,Attorney General,,DEM,HECTOR BALDERAS,355
Bernalillo,511,Attorney General,,DEM,HECTOR BALDERAS,296
Bernalillo,512,Attorney General,,DEM,HECTOR BALDERAS,352
Bernalillo,513,Attorney General,,DEM,HECTOR BALDERAS,441
Bernalillo,514,Attorney General,,DEM,HECTOR BALDERAS,327
Bernalillo,515,Attorney General,,DEM,HECTOR BALDERAS,242
Bernalillo,516,Attorney General,,DEM,HECTOR BALDERAS,408
Bernalillo,517,Attorney General,,DEM,HECTOR BALDERAS,249
Bernalillo,518,Attorney General,,DEM,HECTOR BALDERAS,337
Bernalillo,519,Attorney General,,DEM,HECTOR BALDERAS,171
Bernalillo,520,Attorney General,,DEM,HECTOR BALDERAS,481
Bernalillo,521,Attorney General,,DEM,HECTOR BALDERAS,332
Bernalillo,522,Attorney General,,DEM,HECTOR BALDERAS,514
Bernalillo,523,Attorney General,,DEM,HECTOR BALDERAS,287
Bernalillo,524,Attorney General,,DEM,HECTOR BALDERAS,144
Bernalillo,525,Attorney General,,DEM,HECTOR BALDERAS,351
Bernalillo,526,Attorney General,,DEM,HECTOR BALDERAS,411
Bernalillo,527,Attorney General,,DEM,HECTOR BALDERAS,116
Bernalillo,528,Attorney General,,DEM,HECTOR BALDERAS,146
Bernalillo,529,Attorney General,,DEM,HECTOR BALDERAS,485
Bernalillo,530,Attorney General,,DEM,HECTOR BALDERAS,393
Bernalillo,531,Attorney General,,DEM,HECTOR BALDERAS,274
Bernalillo,532,Attorney General,,DEM,HECTOR BALDERAS,260
Bernalillo,533,Attorney General,,DEM,HECTOR BALDERAS,240
Bernalillo,534,Attorney General,,DEM,HECTOR BALDERAS,328
Bernalillo,535,Attorney General,,DEM,HECTOR BALDERAS,230
Bernalillo,536,Attorney General,,DEM,HECTOR BALDERAS,159
Bernalillo,537,Attorney General,,DEM,HECTOR BALDERAS,457
Bernalillo,538,Attorney General,,DEM,HECTOR BALDERAS,420
Bernalillo,539,Attorney General,,DEM,HECTOR BALDERAS,516
Bernalillo,540,Attorney General,,DEM,HECTOR BALDERAS,404
Bernalillo,541,Attorney General,,DEM,HECTOR BALDERAS,634
Bernalillo,542,Attorney General,,DEM,HECTOR BALDERAS,258
Bernalillo,543,Attorney General,,DEM,HECTOR BALDERAS,217
Bernalillo,544,Attorney General,,DEM,HECTOR BALDERAS,350
Bernalillo,545,Attorney General,,DEM,HECTOR BALDERAS,309
Bernalillo,546,Attorney General,,DEM,HECTOR BALDERAS,291
