county,precinct,office,district,party,candidate,votes
Bernalillo,423,U.S. House,1,LIB,LLOYD J PRINCETON,67
Bernalillo,424,U.S. House,1,LIB,LLOYD J PRINCETON,70
Bernalillo,425,U.S. House,1,LIB,LLOYD J PRINCETON,62
Bernalillo,426,U.S. House,1,LIB,LLOYD J PRINCETON,28
Bernalillo,427,U.S. House,1,LIB,LLOYD J PRINCETON,54
Bernalillo,428,U.S. House,1,LIB,LLOYD J PRINCETON,22
Bernalillo,429,U.S. House,1,LIB,LLOYD J PRINCETON,42
Bernalillo,430,U.S. House,1,LIB,LLOYD J PRINCETON,32
Bernalillo,431,U.S. House,1,LIB,LLOYD J PRINCETON,15
Bernalillo,432,U.S. House,1,LIB,LLOYD J PRINCETON,23
Bernalillo,433,U.S. House,1,LIB,LLOYD J PRINCETON,18
Bernalillo,434,U.S. House,1,LIB,LLOYD J PRINCETON,19
Bernalillo,435,U.S. House,1,LIB,LLOYD J PRINCETON,21
Bernalillo,436,U.S. House,1,LIB,LLOYD J PRINCETON,18
Bernalillo,437,U.S. House,1,LIB,LLOYD J PRINCETON,11
Bernalillo,438,U.S. House,1,LIB,LLOYD J PRINCETON,18
Bernalillo,439,U.S. House,1,LIB,LLOYD J PRINCETON,34
Bernalillo,440,U.S. House,1,LIB,LLOYD J PRINCETON,13
Bernalillo,441,U.S. House,1,LIB,LLOYD J PRINCETON,21
Bernalillo,442,U.S. House,1,LIB,LLOYD J PRINCETON,17
Bernalillo,443,U.S. House,1,LIB,LLOYD J PRINCETON,12
Bernalillo,444,U.S. House,1,LIB,LLOYD J PRINCETON,9
Bernalillo,445,U.S. House,1,LIB,LLOYD J PRINCETON,16
Bernalillo,446,U.S. House,1,LIB,LLOYD J PRINCETON,17
Bernalillo,447,U.S. House,1,LIB,LLOYD J PRINCETON,79
Bernalillo,448,U.S. House,1,LIB,LLOYD J PRINCETON,38
Bernalillo,449,U.S. House,1,LIB,LLOYD J PRINCETON,28
Bernalillo,450,U.S. House,1,LIB,LLOYD J PRINCETON,14
Bernalillo,451,U.S. House,1,LIB,LLOYD J PRINCETON,15
Bernalillo,452,U.S. House,1,LIB,LLOYD J PRINCETON,19
Bernalillo,453,U.S. House,1,LIB,LLOYD J PRINCETON,32
Bernalillo,454,U.S. House,1,LIB,LLOYD J PRINCETON,29
Bernalillo,455,U.S. House,1,LIB,LLOYD J PRINCETON,86
Bernalillo,456,U.S. House,1,LIB,LLOYD J PRINCETON,54
Bernalillo,461,U.S. House,1,LIB,LLOYD J PRINCETON,16
Bernalillo,462,U.S. House,1,LIB,LLOYD J PRINCETON,11
Bernalillo,463,U.S. House,1,LIB,LLOYD J PRINCETON,15
Bernalillo,464,U.S. House,1,LIB,LLOYD J PRINCETON,16
Bernalillo,465,U.S. House,1,LIB,LLOYD J PRINCETON,27
Bernalillo,466,U.S. House,1,LIB,LLOYD J PRINCETON,20
Bernalillo,471,U.S. House,1,LIB,LLOYD J PRINCETON,29
Bernalillo,472,U.S. House,1,LIB,LLOYD J PRINCETON,11
Bernalillo,473,U.S. House,1,LIB,LLOYD J PRINCETON,24
Bernalillo,474,U.S. House,1,LIB,LLOYD J PRINCETON,14
Bernalillo,475,U.S. House,1,LIB,LLOYD J PRINCETON,15
Bernalillo,476,U.S. House,1,LIB,LLOYD J PRINCETON,33
Bernalillo,477,U.S. House,1,LIB,LLOYD J PRINCETON,28
Bernalillo,478,U.S. House,1,LIB,LLOYD J PRINCETON,21
Bernalillo,480,U.S. House,1,LIB,LLOYD J PRINCETON,19
Bernalillo,481,U.S. House,1,LIB,LLOYD J PRINCETON,20
Bernalillo,482,U.S. House,1,LIB,LLOYD J PRINCETON,25
Bernalillo,483,U.S. House,1,LIB,LLOYD J PRINCETON,35
Bernalillo,484,U.S. House,1,LIB,LLOYD J PRINCETON,29
Bernalillo,485,U.S. House,1,LIB,LLOYD J PRINCETON,24
Bernalillo,486,U.S. House,1,LIB,LLOYD J PRINCETON,46
Bernalillo,487,U.S. House,1,LIB,LLOYD J PRINCETON,19
Bernalillo,488,U.S. House,1,LIB,LLOYD J PRINCETON,23
Bernalillo,489,U.S. House,1,LIB,LLOYD J PRINCETON,38
Bernalillo,490,U.S. House,1,LIB,LLOYD J PRINCETON,18
Bernalillo,491,U.S. House,1,LIB,LLOYD J PRINCETON,14
Bernalillo,492,U.S. House,1,LIB,LLOYD J PRINCETON,21
Bernalillo,493,U.S. House,1,LIB,LLOYD J PRINCETON,24
Bernalillo,494,U.S. House,1,LIB,LLOYD J PRINCETON,21
Bernalillo,495,U.S. House,1,LIB,LLOYD J PRINCETON,23
Bernalillo,496,U.S. House,1,LIB,LLOYD J PRINCETON,14
Bernalillo,497,U.S. House,1,LIB,LLOYD J PRINCETON,19
Bernalillo,498,U.S. House,1,LIB,LLOYD J PRINCETON,21
Bernalillo,499,U.S. House,1,LIB,LLOYD J PRINCETON,16
Bernalillo,500,U.S. House,1,LIB,LLOYD J PRINCETON,27
Bernalillo,502,U.S. House,1,LIB,LLOYD J PRINCETON,35
Bernalillo,503,U.S. House,1,LIB,LLOYD J PRINCETON,19
Bernalillo,504,U.S. House,1,LIB,LLOYD J PRINCETON,17
Bernalillo,505,U.S. House,1,LIB,LLOYD J PRINCETON,25
Bernalillo,506,U.S. House,1,LIB,LLOYD J PRINCETON,20
Bernalillo,507,U.S. House,1,LIB,LLOYD J PRINCETON,19
Bernalillo,508,U.S. House,1,LIB,LLOYD J PRINCETON,14
Bernalillo,509,U.S. House,1,LIB,LLOYD J PRINCETON,14
Bernalillo,510,U.S. House,1,LIB,LLOYD J PRINCETON,25
Bernalillo,511,U.S. House,1,LIB,LLOYD J PRINCETON,20
Bernalillo,512,U.S. House,1,LIB,LLOYD J PRINCETON,34
Bernalillo,513,U.S. House,1,LIB,LLOYD J PRINCETON,31
Bernalillo,514,U.S. House,1,LIB,LLOYD J PRINCETON,29
Bernalillo,515,U.S. House,1,LIB,LLOYD J PRINCETON,16
Bernalillo,516,U.S. House,1,LIB,LLOYD J PRINCETON,44
Bernalillo,517,U.S. House,1,LIB,LLOYD J PRINCETON,28
Bernalillo,518,U.S. House,1,LIB,LLOYD J PRINCETON,45
Bernalillo,519,U.S. House,1,LIB,LLOYD J PRINCETON,20
Bernalillo,520,U.S. House,1,LIB,LLOYD J PRINCETON,27
Bernalillo,521,U.S. House,1,LIB,LLOYD J PRINCETON,31
Bernalillo,522,U.S. House,1,LIB,LLOYD J PRINCETON,42
Bernalillo,523,U.S. House,1,LIB,LLOYD J PRINCETON,30
Bernalillo,524,U.S. House,1,LIB,LLOYD J PRINCETON,14
Bernalillo,525,U.S. House,1,LIB,LLOYD J PRINCETON,28
Bernalillo,526,U.S. House,1,LIB,LLOYD J PRINCETON,21
Bernalillo,527,U.S. House,1,LIB,LLOYD J PRINCETON,11
Bernalillo,528,U.S. House,1,LIB,LLOYD J PRINCETON,16
Bernalillo,529,U.S. House,1,LIB,LLOYD J PRINCETON,30
Bernalillo,530,U.S. House,1,LIB,LLOYD J PRINCETON,28
Bernalillo,531,U.S. House,1,LIB,LLOYD J PRINCETON,32
Bernalillo,532,U.S. House,1,LIB,LLOYD J PRINCETON,33
Bernalillo,533,U.S. House,1,LIB,LLOYD J PRINCETON,28
Bernalillo,534,U.S. House,1,LIB,LLOYD J PRINCETON,32
Bernalillo,535,U.S. House,1,LIB,LLOYD J PRINCETON,17
Bernalillo,536,U.S. House,1,LIB,LLOYD J PRINCETON,13
Bernalillo,537,U.S. House,1,LIB,LLOYD J PRINCETON,23
Bernalillo,538,U.S. House,1,LIB,LLOYD J PRINCETON,27
Bernalillo,539,U.S. House,1,LIB,LLOYD J PRINCETON,21
Bernalillo,540,U.S. House,1,LIB,LLOYD J PRINCETON,40
Bernalillo,541,U.S. House,1,LIB,LLOYD J PRINCETON,53
Bernalillo,542,U.S. House,1,LIB,LLOYD J PRINCETON,25
Bernalillo,543,U.S. House,1,LIB,LLOYD J PRINCETON,13
Bernalillo,544,U.S. House,1,LIB,LLOYD J PRINCETON,28
Bernalillo,545,U.S. House,1,LIB,LLOYD J PRINCETON,28
Bernalillo,546,U.S. House,1,LIB,LLOYD J PRINCETON,27
Bernalillo,547,U.S. House,1,LIB,LLOYD J PRINCETON,23
Bernalillo,548,U.S. House,1,LIB,LLOYD J PRINCETON,28
Bernalillo,549,U.S. House,1,LIB,LLOYD J PRINCETON,33
Bernalillo,550,U.S. House,1,LIB,LLOYD J PRINCETON,10
Bernalillo,551,U.S. House,1,LIB,LLOYD J PRINCETON,5
Bernalillo,552,U.S. House,1,LIB,LLOYD J PRINCETON,48
Bernalillo,553,U.S. House,1,LIB,LLOYD J PRINCETON,102
Bernalillo,554,U.S. House,1,LIB,LLOYD J PRINCETON,20
Bernalillo,555,U.S. House,1,LIB,LLOYD J PRINCETON,19
Bernalillo,556,U.S. House,1,LIB,LLOYD J PRINCETON,23
Bernalillo,557,U.S. House,1,LIB,LLOYD J PRINCETON,89
Bernalillo,558,U.S. House,1,LIB,LLOYD J PRINCETON,16
Bernalillo,559,U.S. House,1,LIB,LLOYD J PRINCETON,41
Bernalillo,560,U.S. House,1,LIB,LLOYD J PRINCETON,41
Bernalillo,561,U.S. House,1,LIB,LLOYD J PRINCETON,39
Bernalillo,562,U.S. House,1,LIB,LLOYD J PRINCETON,40
Bernalillo,563,U.S. House,1,LIB,LLOYD J PRINCETON,33
Bernalillo,564,U.S. House,1,LIB,LLOYD J PRINCETON,16
Bernalillo,565,U.S. House,1,LIB,LLOYD J PRINCETON,22
Bernalillo,566,U.S. House,1,LIB,LLOYD J PRINCETON,35
Bernalillo,567,U.S. House,1,LIB,LLOYD J PRINCETON,5
Bernalillo,568,U.S. House,1,LIB,LLOYD J PRINCETON,27
Bernalillo,569,U.S. House,1,LIB,LLOYD J PRINCETON,30
Bernalillo,570,U.S. House,1,LIB,LLOYD J PRINCETON,32
Bernalillo,571,U.S. House,1,LIB,LLOYD J PRINCETON,43
Bernalillo,572,U.S. House,1,LIB,LLOYD J PRINCETON,14
Bernalillo,573,U.S. House,1,LIB,LLOYD J PRINCETON,38
Bernalillo,601,U.S. House,1,LIB,LLOYD J PRINCETON,24
Bernalillo,602,U.S. House,1,LIB,LLOYD J PRINCETON,32
Bernalillo,603,U.S. House,1,LIB,LLOYD J PRINCETON,68
Sandoval,1,U.S. House,1,REP,JANICE E ARNOLD-JONES,248
Sandoval,2,U.S. House,1,REP,JANICE E ARNOLD-JONES,151
Sandoval,3,U.S. House,1,REP,JANICE E ARNOLD-JONES,107
Sandoval,4,U.S. House,1,REP,JANICE E ARNOLD-JONES,97
Sandoval,5,U.S. House,1,REP,JANICE E ARNOLD-JONES,386
Sandoval,28,U.S. House,1,REP,JANICE E ARNOLD-JONES,291
Sandoval,29,U.S. House,1,REP,JANICE E ARNOLD-JONES,14
Sandoval,38,U.S. House,1,REP,JANICE E ARNOLD-JONES,343
Sandoval,52,U.S. House,1,REP,JANICE E ARNOLD-JONES,115
Sandoval,55,U.S. House,1,REP,JANICE E ARNOLD-JONES,329
Sandoval,56,U.S. House,1,REP,JANICE E ARNOLD-JONES,186
Sandoval,57,U.S. House,1,REP,JANICE E ARNOLD-JONES,244
Sandoval,64,U.S. House,1,REP,JANICE E ARNOLD-JONES,460
Sandoval,74,U.S. House,1,REP,JANICE E ARNOLD-JONES,679
Sandoval,76,U.S. House,1,REP,JANICE E ARNOLD-JONES,376
Sandoval,1,U.S. House,1,DEM,DEBRA A HAALAND,486
Sandoval,2,U.S. House,1,DEM,DEBRA A HAALAND,492
Sandoval,3,U.S. House,1,DEM,DEBRA A HAALAND,295
Sandoval,4,U.S. House,1,DEM,DEBRA A HAALAND,189
Sandoval,5,U.S. House,1,DEM,DEBRA A HAALAND,743
Sandoval,28,U.S. House,1,DEM,DEBRA A HAALAND,230
Sandoval,29,U.S. House,1,DEM,DEBRA A HAALAND,207
Sandoval,38,U.S. House,1,DEM,DEBRA A HAALAND,363
Sandoval,52,U.S. House,1,DEM,DEBRA A HAALAND,138
Sandoval,55,U.S. House,1,DEM,DEBRA A HAALAND,499
Sandoval,56,U.S. House,1,DEM,DEBRA A HAALAND,267
Sandoval,57,U.S. House,1,DEM,DEBRA A HAALAND,246
Sandoval,64,U.S. House,1,DEM,DEBRA A HAALAND,425
Sandoval,74,U.S. House,1,DEM,DEBRA A HAALAND,692
Sandoval,76,U.S. House,1,DEM,DEBRA A HAALAND,564
Sandoval,1,U.S. House,1,LIB,LLOYD J PRINCETON,41
Sandoval,2,U.S. House,1,LIB,LLOYD J PRINCETON,35
Sandoval,3,U.S. House,1,LIB,LLOYD J PRINCETON,26
Sandoval,4,U.S. House,1,LIB,LLOYD J PRINCETON,15
Sandoval,5,U.S. House,1,LIB,LLOYD J PRINCETON,55
Sandoval,28,U.S. House,1,LIB,LLOYD J PRINCETON,14
Sandoval,29,U.S. House,1,LIB,LLOYD J PRINCETON,2
Sandoval,38,U.S. House,1,LIB,LLOYD J PRINCETON,40
Sandoval,52,U.S. House,1,LIB,LLOYD J PRINCETON,8
Sandoval,55,U.S. House,1,LIB,LLOYD J PRINCETON,27
Sandoval,56,U.S. House,1,LIB,LLOYD J PRINCETON,18
Sandoval,57,U.S. House,1,LIB,LLOYD J PRINCETON,16
Sandoval,64,U.S. House,1,LIB,LLOYD J PRINCETON,38
Sandoval,74,U.S. House,1,LIB,LLOYD J PRINCETON,58
Sandoval,76,U.S. House,1,LIB,LLOYD J PRINCETON,20
Santa Fe,15,U.S. House,1,REP,JANICE E ARNOLD-JONES,335
Santa Fe,73,U.S. House,1,REP,JANICE E ARNOLD-JONES,565
Santa Fe,84,U.S. House,1,REP,JANICE E ARNOLD-JONES,593
Santa Fe,15,U.S. House,1,DEM,DEBRA A HAALAND,220
Santa Fe,73,U.S. House,1,DEM,DEBRA A HAALAND,350
Santa Fe,84,U.S. House,1,DEM,DEBRA A HAALAND,323
Santa Fe,15,U.S. House,1,LIB,LLOYD J PRINCETON,28
Santa Fe,73,U.S. House,1,LIB,LLOYD J PRINCETON,45
Santa Fe,84,U.S. House,1,LIB,LLOYD J PRINCETON,63
Torrance,1,U.S. House,1,REP,JANICE E ARNOLD-JONES,231
Torrance,2,U.S. House,1,REP,JANICE E ARNOLD-JONES,148
Torrance,3,U.S. House,1,REP,JANICE E ARNOLD-JONES,105
Torrance,4,U.S. House,1,REP,JANICE E ARNOLD-JONES,74
Torrance,5,U.S. House,1,REP,JANICE E ARNOLD-JONES,636
Torrance,6,U.S. House,1,REP,JANICE E ARNOLD-JONES,489
Torrance,7,U.S. House,1,REP,JANICE E ARNOLD-JONES,235
Torrance,8,U.S. House,1,REP,JANICE E ARNOLD-JONES,67
Torrance,9,U.S. House,1,REP,JANICE E ARNOLD-JONES,197
Torrance,10,U.S. House,1,REP,JANICE E ARNOLD-JONES,158
Torrance,11,U.S. House,1,REP,JANICE E ARNOLD-JONES,35
Torrance,12,U.S. House,1,REP,JANICE E ARNOLD-JONES,50
Torrance,13,U.S. House,1,REP,JANICE E ARNOLD-JONES,394
Torrance,14,U.S. House,1,REP,JANICE E ARNOLD-JONES,45
Torrance,15,U.S. House,1,REP,JANICE E ARNOLD-JONES,127
Torrance,16,U.S. House,1,REP,JANICE E ARNOLD-JONES,141
Torrance,1,U.S. House,1,DEM,DEBRA A HAALAND,144
Torrance,2,U.S. House,1,DEM,DEBRA A HAALAND,48
Torrance,3,U.S. House,1,DEM,DEBRA A HAALAND,81
Torrance,4,U.S. House,1,DEM,DEBRA A HAALAND,70
Torrance,5,U.S. House,1,DEM,DEBRA A HAALAND,402
Torrance,6,U.S. House,1,DEM,DEBRA A HAALAND,298
Torrance,7,U.S. House,1,DEM,DEBRA A HAALAND,138
Torrance,8,U.S. House,1,DEM,DEBRA A HAALAND,44
Torrance,9,U.S. House,1,DEM,DEBRA A HAALAND,166
Torrance,10,U.S. House,1,DEM,DEBRA A HAALAND,108
Torrance,11,U.S. House,1,DEM,DEBRA A HAALAND,28
Torrance,12,U.S. House,1,DEM,DEBRA A HAALAND,8
Torrance,13,U.S. House,1,DEM,DEBRA A HAALAND,205
Torrance,14,U.S. House,1,DEM,DEBRA A HAALAND,14
Torrance,15,U.S. House,1,DEM,DEBRA A HAALAND,58
Torrance,16,U.S. House,1,DEM,DEBRA A HAALAND,128
Torrance,1,U.S. House,1,LIB,LLOYD J PRINCETON,19
Torrance,2,U.S. House,1,LIB,LLOYD J PRINCETON,6
Torrance,3,U.S. House,1,LIB,LLOYD J PRINCETON,3
Torrance,4,U.S. House,1,LIB,LLOYD J PRINCETON,5
Torrance,5,U.S. House,1,LIB,LLOYD J PRINCETON,70
Torrance,6,U.S. House,1,LIB,LLOYD J PRINCETON,41
Torrance,7,U.S. House,1,LIB,LLOYD J PRINCETON,22
Torrance,8,U.S. House,1,LIB,LLOYD J PRINCETON,12
Torrance,9,U.S. House,1,LIB,LLOYD J PRINCETON,22
Torrance,10,U.S. House,1,LIB,LLOYD J PRINCETON,13
Torrance,11,U.S. House,1,LIB,LLOYD J PRINCETON,3
Torrance,12,U.S. House,1,LIB,LLOYD J PRINCETON,2
Torrance,13,U.S. House,1,LIB,LLOYD J PRINCETON,28
Torrance,14,U.S. House,1,LIB,LLOYD J PRINCETON,3
Torrance,15,U.S. House,1,LIB,LLOYD J PRINCETON,8
Torrance,16,U.S. House,1,LIB,LLOYD J PRINCETON,11
Valencia,6,U.S. House,1,REP,JANICE E ARNOLD-JONES,435
Valencia,16,U.S. House,1,REP,JANICE E ARNOLD-JONES,168
Valencia,22,U.S. House,1,REP,JANICE E ARNOLD-JONES,169
Valencia,28,U.S. House,1,REP,JANICE E ARNOLD-JONES,245
Valencia,6,U.S. House,1,DEM,DEBRA A HAALAND,430
Valencia,16,U.S. House,1,DEM,DEBRA A HAALAND,306
Valencia,22,U.S. House,1,DEM,DEBRA A HAALAND,140
Valencia,28,U.S. House,1,DEM,DEBRA A HAALAND,324
Valencia,6,U.S. House,1,LIB,LLOYD J PRINCETON,30
Valencia,16,U.S. House,1,LIB,LLOYD J PRINCETON,29
Valencia,22,U.S. House,1,LIB,LLOYD J PRINCETON,17
Valencia,28,U.S. House,1,LIB,LLOYD J PRINCETON,24
Bernalillo,93,U.S. House,2,REP,YVETTE HERRELL,168
Bernalillo,93,U.S. House,2,DEM,XOCHITL TORRES SMALL,536
Catron,1,U.S. House,2,REP,YVETTE HERRELL,206
Catron,2,U.S. House,2,REP,YVETTE HERRELL,299
Catron,3,U.S. House,2,REP,YVETTE HERRELL,161
Catron,4,U.S. House,2,REP,YVETTE HERRELL,147
Catron,5,U.S. House,2,REP,YVETTE HERRELL,388
Catron,6,U.S. House,2,REP,YVETTE HERRELL,63
Catron,1,U.S. House,2,DEM,XOCHITL TORRES SMALL,109
Catron,2,U.S. House,2,DEM,XOCHITL TORRES SMALL,90
Catron,3,U.S. House,2,DEM,XOCHITL TORRES SMALL,101
Catron,4,U.S. House,2,DEM,XOCHITL TORRES SMALL,53
Catron,5,U.S. House,2,DEM,XOCHITL TORRES SMALL,168
Catron,6,U.S. House,2,DEM,XOCHITL TORRES SMALL,32
Chaves,1,U.S. House,2,REP,YVETTE HERRELL,254
Chaves,2,U.S. House,2,REP,YVETTE HERRELL,210
Chaves,3,U.S. House,2,REP,YVETTE HERRELL,225
Chaves,4,U.S. House,2,REP,YVETTE HERRELL,224
Chaves,5,U.S. House,2,REP,YVETTE HERRELL,676
Chaves,6,U.S. House,2,REP,YVETTE HERRELL,243
Chaves,7,U.S. House,2,REP,YVETTE HERRELL,352
Chaves,9,U.S. House,2,REP,YVETTE HERRELL,465
Chaves,10,U.S. House,2,REP,YVETTE HERRELL,457
Chaves,11,U.S. House,2,REP,YVETTE HERRELL,525
Chaves,12,U.S. House,2,REP,YVETTE HERRELL,266
Chaves,13,U.S. House,2,REP,YVETTE HERRELL,218
Chaves,14,U.S. House,2,REP,YVETTE HERRELL,184
Chaves,15,U.S. House,2,REP,YVETTE HERRELL,125
Chaves,16,U.S. House,2,REP,YVETTE HERRELL,143
Chaves,21,U.S. House,2,REP,YVETTE HERRELL,535
Chaves,22,U.S. House,2,REP,YVETTE HERRELL,262
Chaves,23,U.S. House,2,REP,YVETTE HERRELL,135
Chaves,24,U.S. House,2,REP,YVETTE HERRELL,79
Chaves,25,U.S. House,2,REP,YVETTE HERRELL,99
Chaves,31,U.S. House,2,REP,YVETTE HERRELL,176
Chaves,32,U.S. House,2,REP,YVETTE HERRELL,72
Chaves,33,U.S. House,2,REP,YVETTE HERRELL,99
Chaves,34,U.S. House,2,REP,YVETTE HERRELL,64
Chaves,35,U.S. House,2,REP,YVETTE HERRELL,132
Chaves,36,U.S. House,2,REP,YVETTE HERRELL,307
Chaves,41,U.S. House,2,REP,YVETTE HERRELL,419
Chaves,42,U.S. House,2,REP,YVETTE HERRELL,58
Chaves,43,U.S. House,2,REP,YVETTE HERRELL,67
Chaves,44,U.S. House,2,REP,YVETTE HERRELL,14
Chaves,45,U.S. House,2,REP,YVETTE HERRELL,15
Chaves,46,U.S. House,2,REP,YVETTE HERRELL,72
Chaves,47,U.S. House,2,REP,YVETTE HERRELL,3
Chaves,51,U.S. House,2,REP,YVETTE HERRELL,37
Chaves,52,U.S. House,2,REP,YVETTE HERRELL,178
Chaves,61,U.S. House,2,REP,YVETTE HERRELL,35
Chaves,62,U.S. House,2,REP,YVETTE HERRELL,54
Chaves,63,U.S. House,2,REP,YVETTE HERRELL,104
Chaves,71,U.S. House,2,REP,YVETTE HERRELL,224
Chaves,72,U.S. House,2,REP,YVETTE HERRELL,191
Chaves,73,U.S. House,2,REP,YVETTE HERRELL,130
Chaves,81,U.S. House,2,REP,YVETTE HERRELL,78
Chaves,82,U.S. House,2,REP,YVETTE HERRELL,145
Chaves,83,U.S. House,2,REP,YVETTE HERRELL,119
Chaves,84,U.S. House,2,REP,YVETTE HERRELL,191
Chaves,85,U.S. House,2,REP,YVETTE HERRELL,140
Chaves,90,U.S. House,2,REP,YVETTE HERRELL,96
Chaves,91,U.S. House,2,REP,YVETTE HERRELL,229
Chaves,92,U.S. House,2,REP,YVETTE HERRELL,105
Chaves,93,U.S. House,2,REP,YVETTE HERRELL,249
Chaves,94,U.S. House,2,REP,YVETTE HERRELL,112
Chaves,101,U.S. House,2,REP,YVETTE HERRELL,411
Chaves,102,U.S. House,2,REP,YVETTE HERRELL,313
Chaves,103,U.S. House,2,REP,YVETTE HERRELL,118
Chaves,104,U.S. House,2,REP,YVETTE HERRELL,71
Chaves,1,U.S. House,2,DEM,XOCHITL TORRES SMALL,79
Chaves,2,U.S. House,2,DEM,XOCHITL TORRES SMALL,91
Chaves,3,U.S. House,2,DEM,XOCHITL TORRES SMALL,121
Chaves,4,U.S. House,2,DEM,XOCHITL TORRES SMALL,114
Chaves,5,U.S. House,2,DEM,XOCHITL TORRES SMALL,238
Chaves,6,U.S. House,2,DEM,XOCHITL TORRES SMALL,97
Chaves,7,U.S. House,2,DEM,XOCHITL TORRES SMALL,125
Chaves,9,U.S. House,2,DEM,XOCHITL TORRES SMALL,153
Chaves,10,U.S. House,2,DEM,XOCHITL TORRES SMALL,84
Chaves,11,U.S. House,2,DEM,XOCHITL TORRES SMALL,170
Chaves,12,U.S. House,2,DEM,XOCHITL TORRES SMALL,49
Chaves,13,U.S. House,2,DEM,XOCHITL TORRES SMALL,158
Chaves,14,U.S. House,2,DEM,XOCHITL TORRES SMALL,159
Chaves,15,U.S. House,2,DEM,XOCHITL TORRES SMALL,90
Chaves,16,U.S. House,2,DEM,XOCHITL TORRES SMALL,79
Chaves,21,U.S. House,2,DEM,XOCHITL TORRES SMALL,237
Chaves,22,U.S. House,2,DEM,XOCHITL TORRES SMALL,173
Chaves,23,U.S. House,2,DEM,XOCHITL TORRES SMALL,98
Chaves,24,U.S. House,2,DEM,XOCHITL TORRES SMALL,77
Chaves,25,U.S. House,2,DEM,XOCHITL TORRES SMALL,88
Chaves,31,U.S. House,2,DEM,XOCHITL TORRES SMALL,135
Chaves,32,U.S. House,2,DEM,XOCHITL TORRES SMALL,81
Chaves,33,U.S. House,2,DEM,XOCHITL TORRES SMALL,94
Chaves,34,U.S. House,2,DEM,XOCHITL TORRES SMALL,90
Chaves,35,U.S. House,2,DEM,XOCHITL TORRES SMALL,120
Chaves,36,U.S. House,2,DEM,XOCHITL TORRES SMALL,116
Chaves,41,U.S. House,2,DEM,XOCHITL TORRES SMALL,176
Chaves,42,U.S. House,2,DEM,XOCHITL TORRES SMALL,92
Chaves,43,U.S. House,2,DEM,XOCHITL TORRES SMALL,122
Chaves,44,U.S. House,2,DEM,XOCHITL TORRES SMALL,3
Chaves,45,U.S. House,2,DEM,XOCHITL TORRES SMALL,0
Chaves,46,U.S. House,2,DEM,XOCHITL TORRES SMALL,13
Chaves,47,U.S. House,2,DEM,XOCHITL TORRES SMALL,0
Chaves,51,U.S. House,2,DEM,XOCHITL TORRES SMALL,59
Chaves,52,U.S. House,2,DEM,XOCHITL TORRES SMALL,120
Chaves,61,U.S. House,2,DEM,XOCHITL TORRES SMALL,115
Chaves,62,U.S. House,2,DEM,XOCHITL TORRES SMALL,128
Chaves,63,U.S. House,2,DEM,XOCHITL TORRES SMALL,302
Chaves,71,U.S. House,2,DEM,XOCHITL TORRES SMALL,67
Chaves,72,U.S. House,2,DEM,XOCHITL TORRES SMALL,182
Chaves,73,U.S. House,2,DEM,XOCHITL TORRES SMALL,47
Chaves,81,U.S. House,2,DEM,XOCHITL TORRES SMALL,74
Chaves,82,U.S. House,2,DEM,XOCHITL TORRES SMALL,107
Chaves,83,U.S. House,2,DEM,XOCHITL TORRES SMALL,50
Chaves,84,U.S. House,2,DEM,XOCHITL TORRES SMALL,117
Chaves,85,U.S. House,2,DEM,XOCHITL TORRES SMALL,78
Chaves,90,U.S. House,2,DEM,XOCHITL TORRES SMALL,107
Chaves,91,U.S. House,2,DEM,XOCHITL TORRES SMALL,182
Chaves,92,U.S. House,2,DEM,XOCHITL TORRES SMALL,67
Chaves,93,U.S. House,2,DEM,XOCHITL TORRES SMALL,177
Chaves,94,U.S. House,2,DEM,XOCHITL TORRES SMALL,163
Chaves,101,U.S. House,2,DEM,XOCHITL TORRES SMALL,211
Chaves,102,U.S. House,2,DEM,XOCHITL TORRES SMALL,137
Chaves,103,U.S. House,2,DEM,XOCHITL TORRES SMALL,42
Chaves,104,U.S. House,2,DEM,XOCHITL TORRES SMALL,4
Cibola,1,U.S. House,2,REP,YVETTE HERRELL,82
Cibola,2,U.S. House,2,REP,YVETTE HERRELL,49
Cibola,3,U.S. House,2,REP,YVETTE HERRELL,28
Cibola,4,U.S. House,2,REP,YVETTE HERRELL,171
Cibola,5,U.S. House,2,REP,YVETTE HERRELL,207
Cibola,6,U.S. House,2,REP,YVETTE HERRELL,46
Cibola,7,U.S. House,2,REP,YVETTE HERRELL,172
Cibola,8,U.S. House,2,REP,YVETTE HERRELL,131
Cibola,9,U.S. House,2,REP,YVETTE HERRELL,257
Cibola,10,U.S. House,2,REP,YVETTE HERRELL,127
Cibola,11,U.S. House,2,REP,YVETTE HERRELL,182
Cibola,12,U.S. House,2,REP,YVETTE HERRELL,107
Cibola,13,U.S. House,2,REP,YVETTE HERRELL,89
Cibola,14,U.S. House,2,REP,YVETTE HERRELL,212
Cibola,15,U.S. House,2,REP,YVETTE HERRELL,320
Cibola,16,U.S. House,2,REP,YVETTE HERRELL,134
Cibola,17,U.S. House,2,REP,YVETTE HERRELL,53
Cibola,18,U.S. House,2,REP,YVETTE HERRELL,40
Cibola,19,U.S. House,2,REP,YVETTE HERRELL,88
Cibola,20,U.S. House,2,REP,YVETTE HERRELL,40
Cibola,21,U.S. House,2,REP,YVETTE HERRELL,23
